lead_id,date,campaign_id,channel,region,lead_source,lead_status,deal_value,days_to_convert
LEAD-003356,2024-11-18,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003357,2024-11-18,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003358,2024-11-18,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003359,2024-11-19,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003360,2024-11-19,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003361,2024-11-19,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003362,2024-11-19,CMP-0031,Email Marketing,North America,Paid,Proposal,4581.23,
LEAD-003363,2024-11-19,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003364,2024-11-20,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003365,2024-11-20,CMP-0031,Email Marketing,North America,Paid,Won,4232.53,81.0
LEAD-003366,2024-11-20,CMP-0031,Email Marketing,North America,Referral,Won,2564.32,69.0
LEAD-003367,2024-11-20,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003368,2024-11-20,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003369,2024-11-21,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003370,2024-11-21,CMP-0031,Email Marketing,North America,Paid,Proposal,1243.31,
LEAD-003371,2024-11-21,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003372,2024-11-21,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003373,2024-11-21,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003374,2024-11-22,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003375,2024-11-22,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003376,2024-11-22,CMP-0031,Email Marketing,North America,Paid,Proposal,3940.9,
LEAD-003377,2024-11-22,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003378,2024-11-22,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003379,2024-11-23,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003380,2024-11-23,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003381,2024-11-23,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003382,2024-11-23,CMP-0031,Email Marketing,North America,Paid,Proposal,2742.37,
LEAD-003383,2024-11-23,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003384,2024-11-24,CMP-0031,Email Marketing,North America,Direct,Won,2388.88,25.0
LEAD-003385,2024-11-24,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003386,2024-11-24,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003387,2024-11-24,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003388,2024-11-24,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003389,2024-11-25,CMP-0031,Email Marketing,North America,Organic,Won,3475.32,36.0
LEAD-003390,2024-11-25,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003391,2024-11-25,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003392,2024-11-25,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003393,2024-11-25,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003394,2024-11-26,CMP-0031,Email Marketing,North America,Referral,Lost,0.0,
LEAD-003395,2024-11-26,CMP-0031,Email Marketing,North America,Direct,Won,4624.04,64.0
LEAD-003396,2024-11-26,CMP-0031,Email Marketing,North America,Referral,Lost,0.0,
LEAD-003397,2024-11-26,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003398,2024-11-26,CMP-0031,Email Marketing,North America,Referral,Won,4568.14,7.0
LEAD-003399,2024-11-27,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003400,2024-11-27,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003401,2024-11-27,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003402,2024-11-27,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003403,2024-11-27,CMP-0031,Email Marketing,North America,Paid,Proposal,4160.27,
LEAD-003404,2024-11-28,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003405,2024-11-28,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003406,2024-11-28,CMP-0031,Email Marketing,North America,Referral,Won,4346.17,1.0
LEAD-003407,2024-11-28,CMP-0031,Email Marketing,North America,Direct,Proposal,3436.88,
LEAD-003408,2024-11-28,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003409,2024-11-29,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003410,2024-11-29,CMP-0031,Email Marketing,North America,Paid,Won,1979.9,1.0
LEAD-003411,2024-11-29,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003412,2024-11-29,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003413,2024-11-29,CMP-0031,Email Marketing,North America,Paid,Won,2259.52,32.0
LEAD-003414,2024-11-30,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003415,2024-11-30,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003416,2024-11-30,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003417,2024-11-30,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003418,2024-11-30,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003419,2024-12-01,CMP-0031,Email Marketing,North America,Paid,Proposal,4071.77,
LEAD-003420,2024-12-01,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003421,2024-12-01,CMP-0031,Email Marketing,North America,Paid,Won,4580.09,42.0
LEAD-003422,2024-12-01,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003423,2024-12-01,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003424,2024-12-02,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003425,2024-12-02,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003426,2024-12-02,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003427,2024-12-02,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003428,2024-12-02,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003429,2024-12-03,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003430,2024-12-03,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003431,2024-12-03,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003432,2024-12-03,CMP-0031,Email Marketing,North America,Organic,Won,4593.46,43.0
LEAD-003433,2024-12-03,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003434,2024-12-04,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003435,2024-12-04,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003436,2024-12-04,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003437,2024-12-04,CMP-0031,Email Marketing,North America,Direct,Proposal,1488.34,
LEAD-003438,2024-12-04,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003439,2024-12-05,CMP-0031,Email Marketing,North America,Organic,Won,3540.41,4.0
LEAD-003440,2024-12-05,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003441,2024-12-05,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003442,2024-12-05,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003443,2024-12-05,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003444,2024-12-06,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003445,2024-12-06,CMP-0031,Email Marketing,North America,Paid,Proposal,2494.73,
LEAD-003446,2024-12-06,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003447,2024-12-06,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003448,2024-12-06,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003449,2024-12-07,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003450,2024-12-07,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003451,2024-12-07,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003452,2024-12-07,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003453,2024-12-07,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003454,2024-12-08,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003455,2024-12-08,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003456,2024-12-08,CMP-0031,Email Marketing,North America,Direct,New,0.0,
LEAD-003457,2024-12-08,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003458,2024-12-08,CMP-0031,Email Marketing,North America,Organic,Won,2755.75,16.0
LEAD-003459,2024-12-09,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003460,2024-12-09,CMP-0031,Email Marketing,North America,Organic,Won,3462.6,41.0
LEAD-003461,2024-12-09,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003462,2024-12-09,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003463,2024-12-09,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003464,2024-12-10,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003465,2024-12-10,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003466,2024-12-10,CMP-0031,Email Marketing,North America,Paid,Proposal,1336.15,
LEAD-003467,2024-12-10,CMP-0031,Email Marketing,North America,Direct,Proposal,2260.47,
LEAD-003468,2024-12-10,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003469,2024-12-11,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003470,2024-12-11,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003471,2024-12-11,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003472,2024-12-11,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003473,2024-12-11,CMP-0031,Email Marketing,North America,Direct,Proposal,4159.09,
LEAD-003474,2024-12-12,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003475,2024-12-12,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003476,2024-12-12,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003477,2024-12-12,CMP-0031,Email Marketing,North America,Referral,Lost,0.0,
LEAD-003478,2024-12-12,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003479,2024-12-13,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003480,2024-12-13,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003481,2024-12-13,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003482,2024-12-13,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003483,2024-12-13,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003484,2024-12-14,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003485,2024-12-14,CMP-0031,Email Marketing,North America,Organic,Proposal,1614.24,
LEAD-003486,2024-12-14,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003487,2024-12-14,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003488,2024-12-14,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003489,2024-12-15,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003490,2024-12-15,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003491,2024-12-15,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003492,2024-12-15,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003493,2024-12-15,CMP-0031,Email Marketing,North America,Direct,Proposal,3423.9,
LEAD-003494,2024-12-16,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003495,2024-12-16,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003496,2024-12-16,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003497,2024-12-16,CMP-0031,Email Marketing,North America,Direct,Won,4098.52,19.0
LEAD-003498,2024-12-16,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003499,2024-12-17,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003500,2024-12-17,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003501,2024-12-17,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003502,2024-12-17,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003503,2024-12-17,CMP-0031,Email Marketing,North America,Paid,Proposal,2447.75,
LEAD-003504,2024-12-18,CMP-0031,Email Marketing,North America,Organic,Lost,0.0,
LEAD-003505,2024-12-18,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003506,2024-12-18,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003507,2024-12-18,CMP-0031,Email Marketing,North America,Organic,Won,2656.12,59.0
LEAD-003508,2024-12-18,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003509,2024-12-19,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003510,2024-12-19,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003511,2024-12-19,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003512,2024-12-19,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003513,2024-12-19,CMP-0031,Email Marketing,North America,Paid,Won,4414.08,68.0
LEAD-003514,2024-12-20,CMP-0031,Email Marketing,North America,Direct,New,0.0,
LEAD-003515,2024-12-20,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003516,2024-12-20,CMP-0031,Email Marketing,North America,Organic,Proposal,1653.72,
LEAD-003517,2024-12-20,CMP-0031,Email Marketing,North America,Paid,Proposal,2509.73,
LEAD-003518,2024-12-20,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003519,2024-12-21,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003520,2024-12-21,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003521,2024-12-21,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003522,2024-12-21,CMP-0031,Email Marketing,North America,Paid,Proposal,4973.62,
LEAD-003523,2024-12-21,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003524,2024-12-22,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003525,2024-12-22,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003526,2024-12-22,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003527,2024-12-22,CMP-0031,Email Marketing,North America,Direct,Won,2033.91,59.0
LEAD-003528,2024-12-22,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003529,2024-12-23,CMP-0031,Email Marketing,North America,Direct,Won,4782.0,69.0
LEAD-003530,2024-12-23,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003531,2024-12-23,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003532,2024-12-23,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003533,2024-12-23,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003534,2024-12-24,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003535,2024-12-24,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003536,2024-12-24,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003537,2024-12-24,CMP-0031,Email Marketing,North America,Paid,Proposal,3990.78,
LEAD-003538,2024-12-24,CMP-0031,Email Marketing,North America,Direct,New,0.0,
LEAD-003539,2024-12-25,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003540,2024-12-25,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003541,2024-12-25,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003542,2024-12-25,CMP-0031,Email Marketing,North America,Referral,Proposal,1034.46,
LEAD-003543,2024-12-25,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003544,2024-12-26,CMP-0031,Email Marketing,North America,Referral,Lost,0.0,
LEAD-003545,2024-12-26,CMP-0031,Email Marketing,North America,Paid,Proposal,4363.82,
LEAD-003546,2024-12-26,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003547,2024-12-26,CMP-0031,Email Marketing,North America,Organic,Won,3110.01,11.0
LEAD-003548,2024-12-26,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003549,2024-12-27,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003550,2024-12-27,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003551,2024-12-27,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003552,2024-12-27,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003553,2024-12-27,CMP-0031,Email Marketing,North America,Referral,Lost,0.0,
LEAD-003554,2024-12-28,CMP-0031,Email Marketing,North America,Organic,Proposal,2550.79,
LEAD-003555,2024-12-28,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003556,2024-12-28,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003557,2024-12-28,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003558,2024-12-28,CMP-0031,Email Marketing,North America,Organic,Lost,0.0,
LEAD-003559,2024-12-29,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003560,2024-12-29,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003561,2024-12-29,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003562,2024-12-29,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003563,2024-12-29,CMP-0031,Email Marketing,North America,Direct,New,0.0,
LEAD-003564,2024-12-30,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003565,2024-12-30,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003566,2024-12-30,CMP-0031,Email Marketing,North America,Paid,Proposal,2328.21,
LEAD-003567,2024-12-30,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003568,2024-12-30,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003569,2024-12-31,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003570,2024-12-31,CMP-0031,Email Marketing,North America,Organic,Won,2371.78,44.0
LEAD-003571,2024-12-31,CMP-0031,Email Marketing,North America,Paid,Proposal,2202.79,
LEAD-003572,2024-12-31,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003573,2024-12-31,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003574,2025-01-01,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003575,2025-01-01,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003576,2025-01-01,CMP-0031,Email Marketing,North America,Paid,Proposal,2888.72,
LEAD-003577,2025-01-01,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003578,2025-01-01,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003579,2025-01-02,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003580,2025-01-02,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003581,2025-01-02,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003582,2025-01-02,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003583,2025-01-02,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003584,2025-01-03,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003585,2025-01-03,CMP-0031,Email Marketing,North America,Organic,Proposal,3098.95,
LEAD-003586,2025-01-03,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003587,2025-01-03,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003588,2025-01-03,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003589,2025-01-04,CMP-0031,Email Marketing,North America,Organic,Won,4931.83,47.0
LEAD-003590,2025-01-04,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003591,2025-01-04,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003592,2025-01-04,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003593,2025-01-04,CMP-0031,Email Marketing,North America,Paid,Proposal,1316.81,
LEAD-003594,2025-01-05,CMP-0031,Email Marketing,North America,Organic,Proposal,1643.73,
LEAD-003595,2025-01-05,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003596,2025-01-05,CMP-0031,Email Marketing,North America,Organic,Qualified,0.0,
LEAD-003597,2025-01-05,CMP-0031,Email Marketing,North America,Paid,Proposal,1594.58,
LEAD-003598,2025-01-05,CMP-0031,Email Marketing,North America,Paid,Won,4421.41,5.0
LEAD-003599,2025-01-06,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003600,2025-01-06,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003601,2025-01-06,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003602,2025-01-06,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003603,2025-01-06,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003604,2025-01-07,CMP-0031,Email Marketing,North America,Paid,Proposal,4492.02,
LEAD-003605,2025-01-07,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003606,2025-01-07,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003607,2025-01-07,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003608,2025-01-07,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003609,2025-01-08,CMP-0031,Email Marketing,North America,Referral,Proposal,4476.74,
LEAD-003610,2025-01-08,CMP-0031,Email Marketing,North America,Organic,Won,3603.26,1.0
LEAD-003611,2025-01-08,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003612,2025-01-08,CMP-0031,Email Marketing,North America,Paid,Won,1522.13,71.0
LEAD-003613,2025-01-08,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003614,2025-01-09,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003615,2025-01-09,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003616,2025-01-09,CMP-0031,Email Marketing,North America,Organic,Lost,0.0,
LEAD-003617,2025-01-09,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003618,2025-01-09,CMP-0031,Email Marketing,North America,Paid,Won,4603.92,14.0
LEAD-003619,2025-01-10,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003620,2025-01-10,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003621,2025-01-10,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003622,2025-01-10,CMP-0031,Email Marketing,North America,Organic,Won,4255.06,86.0
LEAD-003623,2025-01-10,CMP-0031,Email Marketing,North America,Organic,Lost,0.0,
LEAD-003624,2025-01-11,CMP-0031,Email Marketing,North America,Organic,New,0.0,
LEAD-003625,2025-01-11,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003626,2025-01-11,CMP-0031,Email Marketing,North America,Paid,New,0.0,
LEAD-003627,2025-01-11,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003628,2025-01-11,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003629,2025-01-12,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003630,2025-01-12,CMP-0031,Email Marketing,North America,Organic,Contacted,0.0,
LEAD-003631,2025-01-12,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003632,2025-01-12,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003633,2025-01-12,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003634,2025-01-13,CMP-0031,Email Marketing,North America,Paid,Won,3687.64,11.0
LEAD-003635,2025-01-13,CMP-0031,Email Marketing,North America,Organic,Lost,0.0,
LEAD-003636,2025-01-13,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003637,2025-01-13,CMP-0031,Email Marketing,North America,Referral,Won,1768.98,71.0
LEAD-003638,2025-01-13,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003639,2025-01-14,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003640,2025-01-14,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003641,2025-01-14,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003642,2025-01-14,CMP-0031,Email Marketing,North America,Referral,New,0.0,
LEAD-003643,2025-01-14,CMP-0031,Email Marketing,North America,Organic,Proposal,4526.42,
LEAD-003644,2025-01-15,CMP-0031,Email Marketing,North America,Referral,Proposal,3117.67,
LEAD-003645,2025-01-15,CMP-0031,Email Marketing,North America,Referral,Lost,0.0,
LEAD-003646,2025-01-15,CMP-0031,Email Marketing,North America,Direct,New,0.0,
LEAD-003647,2025-01-15,CMP-0031,Email Marketing,North America,Direct,Contacted,0.0,
LEAD-003648,2025-01-15,CMP-0031,Email Marketing,North America,Paid,Proposal,1081.88,
LEAD-003649,2025-01-16,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003650,2025-01-16,CMP-0031,Email Marketing,North America,Paid,Qualified,0.0,
LEAD-003651,2025-01-16,CMP-0031,Email Marketing,North America,Referral,Proposal,2179.65,
LEAD-003652,2025-01-16,CMP-0031,Email Marketing,North America,Referral,Contacted,0.0,
LEAD-003653,2025-01-16,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003654,2025-01-17,CMP-0031,Email Marketing,North America,Paid,Contacted,0.0,
LEAD-003655,2025-01-17,CMP-0031,Email Marketing,North America,Direct,Qualified,0.0,
LEAD-003656,2025-01-17,CMP-0031,Email Marketing,North America,Paid,Lost,0.0,
LEAD-003657,2025-01-17,CMP-0031,Email Marketing,North America,Organic,Proposal,4512.62,
LEAD-003658,2025-01-17,CMP-0031,Email Marketing,North America,Direct,Lost,0.0,
LEAD-003659,2025-01-18,CMP-0031,Email Marketing,North America,Organic,Lost,0.0,
LEAD-003660,2025-01-18,CMP-0031,Email Marketing,North America,Referral,Qualified,0.0,
LEAD-003661,2025-01-18,CMP-0031,Email Marketing,North America,Paid,Proposal,4654.04,
