date,campaign_id,impressions,clicks,conversions,spend,revenue,likes,shares,bounce_rate,avg_session_duration_sec
2024-07-14,CMP-0025,20096,227,3,291.16,117.92,78,10,0.2507,114.0
2024-07-15,CMP-0025,32576,615,8,486.55,379.32,76,11,0.5246,220.8
2024-07-16,CMP-0025,22882,362,4,408.47,255.1,71,4,0.658,249.8
2024-07-17,CMP-0025,11314,109,0,248.58,0.0,16,3,0.5187,293.9
2024-07-18,CMP-0025,37546,715,10,490.38,751.85,94,15,0.441,201.3
2024-07-19,CMP-0025,61731,1812,40,755.88,2612.62,480,82,0.3603,91.6
2024-07-20,CMP-0025,24642,359,6,375.37,462.13,116,8,0.3659,222.0
2024-07-21,CMP-0025,17393,218,3,323.21,250.19,27,2,0.3425,260.8
2024-07-22,CMP-0025,21170,397,5,483.06,278.05,126,18,0.2605,61.4
2024-07-23,CMP-0025,22128,440,6,512.15,294.65,124,7,0.286,84.9
2024-07-24,CMP-0025,47424,1041,17,565.65,1496.02,135,17,0.6134,245.3
2024-07-25,CMP-0025,26034,393,4,389.45,192.03,41,7,0.6317,198.7
2024-07-26,CMP-0025,22298,539,9,623.49,353.37,67,4,0.5637,18.8
2024-07-27,CMP-0025,32273,464,7,370.88,609.97,61,9,0.4192,216.6
2024-07-28,CMP-0025,16539,238,4,371.06,219.71,63,7,0.3316,109.6
2024-07-29,CMP-0025,23246,500,8,554.58,210.17,153,22,0.3115,250.1
2024-07-30,CMP-0025,19985,397,5,511.86,212.65,100,17,0.3209,275.0
2024-07-31,CMP-0025,20054,450,7,578.48,359.32,64,9,0.3629,265.5
2024-08-01,CMP-0025,28855,638,9,570.21,739.67,221,14,0.3348,46.4
2024-08-02,CMP-0025,17084,314,4,473.76,348.08,65,9,0.3092,278.1
2024-08-03,CMP-0025,22434,250,3,287.24,248.86,70,5,0.5152,185.9
2024-08-04,CMP-0025,21767,279,3,331.07,97.92,83,7,0.6588,114.3
2024-08-05,CMP-0025,24157,626,11,667.82,927.8,186,35,0.6554,217.7
2024-08-06,CMP-0025,13329,198,2,383.51,45.29,75,5,0.5779,106.3
2024-08-07,CMP-0025,18337,256,2,360.22,142.38,85,10,0.2837,179.7
2024-08-08,CMP-0025,42209,863,12,526.66,495.57,109,21,0.3409,124.7
2024-08-09,CMP-0025,24332,486,6,515.05,306.65,149,16,0.6468,110.0
2024-08-10,CMP-0025,24189,315,4,335.71,266.57,54,6,0.4986,167.1
2024-08-11,CMP-0025,19803,261,3,340.29,233.83,56,7,0.4609,179.7
2024-08-12,CMP-0025,32378,612,8,487.1,584.07,190,16,0.2514,298.3
2024-08-13,CMP-0025,20988,539,9,661.79,541.71,208,39,0.2798,114.6
2024-08-14,CMP-0025,25805,347,3,346.61,243.02,119,11,0.3221,258.2
2024-08-15,CMP-0025,34359,567,6,425.38,504.75,97,16,0.2779,54.3
2024-06-13,CMP-0026,970,5,0,14.43,0.0,1,0,0.7325,120.9
2024-06-14,CMP-0026,1015,3,0,10.52,0.0,0,0,0.6852,23.6
2024-06-15,CMP-0026,659,2,0,5.48,0.0,0,0,0.6569,57.7
2024-06-16,CMP-0026,593,2,0,2.74,0.0,0,0,0.3998,132.3
2024-06-17,CMP-0026,957,4,0,5.06,0.0,1,0,0.3279,266.1
2024-06-18,CMP-0026,953,4,0,0.48,0.0,1,0,0.6663,208.8
2024-06-19,CMP-0026,935,5,0,13.14,0.0,1,0,0.5009,217.2
2024-06-20,CMP-0026,921,6,0,6.36,0.0,2,0,0.739,50.7
2024-06-21,CMP-0026,943,4,0,3.18,0.0,0,0,0.623,174.4
2024-06-22,CMP-0026,614,2,0,12.63,0.0,0,0,0.5709,250.8
2024-06-23,CMP-0026,603,1,0,2.47,0.0,0,0,0.3042,37.2
2024-06-24,CMP-0026,946,7,0,9.05,0.0,0,0,0.5208,33.6
2024-06-25,CMP-0026,979,5,0,8.96,0.0,0,0,0.5692,24.2
2024-06-26,CMP-0026,950,4,0,4.04,0.0,1,0,0.6451,28.0
2024-06-27,CMP-0026,986,3,0,4.72,0.0,0,0,0.3912,128.5
2024-06-28,CMP-0026,1033,5,0,2.92,0.0,1,0,0.6013,42.8
2024-06-29,CMP-0026,598,1,0,6.11,0.0,0,0,0.3251,182.3
2024-06-30,CMP-0026,563,2,0,5.73,0.0,0,0,0.3258,147.0
2024-07-01,CMP-0026,904,5,0,13.28,0.0,1,0,0.6537,201.5
2024-07-02,CMP-0026,877,4,0,11.53,0.0,1,0,0.6144,200.6
2024-07-03,CMP-0026,895,5,0,13.95,0.0,1,0,0.4302,258.9
2024-07-04,CMP-0026,885,3,0,6.46,0.0,0,0,0.3544,189.0
2024-07-05,CMP-0026,936,4,0,1.12,0.0,1,0,0.6524,55.6
2024-07-06,CMP-0026,567,1,0,13.06,0.0,0,0,0.2936,41.8
2024-07-07,CMP-0026,573,2,0,4.71,0.0,0,0,0.4317,40.4
2024-07-08,CMP-0026,873,4,0,2.69,0.0,0,0,0.378,264.8
2024-07-09,CMP-0026,837,6,0,9.75,0.0,0,0,0.2698,259.8
2024-07-10,CMP-0026,871,4,0,6.01,0.0,1,0,0.4334,255.8
2024-07-11,CMP-0026,870,4,0,14.28,0.0,1,0,0.3814,264.5
2024-07-12,CMP-0026,932,6,0,10.24,0.0,1,0,0.3724,249.1
2024-07-13,CMP-0026,577,1,0,0.12,0.0,0,0,0.4496,35.8
2024-07-14,CMP-0026,563,2,0,5.82,0.0,0,0,0.5712,271.5
2024-07-15,CMP-0026,849,3,0,6.97,0.0,0,0,0.7112,233.9
2024-07-16,CMP-0026,832,5,0,2.99,0.0,0,0,0.4931,215.2
2024-07-17,CMP-0026,950,4,0,7.14,0.0,0,0,0.485,197.5
2024-07-18,CMP-0026,874,5,0,4.8,0.0,1,0,0.7182,118.0
2024-07-19,CMP-0026,859,6,0,6.45,0.0,0,0,0.7263,209.8
2024-07-20,CMP-0026,588,2,0,4.05,0.0,0,0,0.4525,100.0
2024-07-21,CMP-0026,577,1,0,10.68,0.0,0,0,0.3797,251.7
2024-07-22,CMP-0026,880,5,0,1.39,0.0,1,0,0.3323,114.5
2024-07-23,CMP-0026,864,3,0,6.29,0.0,0,0,0.5983,116.1
2024-07-24,CMP-0026,851,5,0,10.39,0.0,0,0,0.5486,37.2
2024-07-25,CMP-0026,910,2,0,10.02,0.0,0,0,0.7195,226.7
2024-07-26,CMP-0026,864,4,0,11.05,0.0,0,0,0.3237,261.3
2024-07-27,CMP-0026,536,2,0,1.7,0.0,0,0,0.2518,143.4
2024-07-28,CMP-0026,562,2,0,12.49,0.0,0,0,0.2987,77.3
2024-07-29,CMP-0026,839,4,0,14.69,0.0,1,0,0.4388,114.2
2024-07-30,CMP-0026,882,4,0,14.29,0.0,1,0,0.6569,19.6
2024-07-31,CMP-0026,853,3,0,13.45,0.0,1,0,0.5745,145.0
2024-08-01,CMP-0026,789,3,0,6.16,0.0,0,0,0.6325,47.3
2024-08-02,CMP-0026,807,5,0,2.64,0.0,0,0,0.5214,123.7
2024-08-03,CMP-0026,508,1,0,12.68,0.0,0,0,0.5602,278.7
2024-08-04,CMP-0026,510,1,0,12.85,0.0,0,0,0.5748,190.6
2024-08-05,CMP-0026,836,5,0,6.17,0.0,1,0,0.2999,141.6
2024-08-06,CMP-0026,764,5,0,8.72,0.0,0,0,0.3614,144.6
2024-08-07,CMP-0026,832,5,0,5.72,0.0,1,0,0.7338,275.5
2024-08-08,CMP-0026,881,5,0,6.19,0.0,1,0,0.2538,121.8
2024-08-09,CMP-0026,793,5,0,3.36,0.0,1,0,0.6692,241.6
2024-08-10,CMP-0026,532,2,0,6.22,0.0,0,0,0.2578,58.7
2024-08-11,CMP-0026,518,1,0,5.62,0.0,0,0,0.4175,288.4
2024-08-12,CMP-0026,844,5,0,14.89,0.0,1,0,0.5722,251.1
2024-08-13,CMP-0026,832,4,0,12.02,0.0,0,0,0.7387,64.5
2024-08-14,CMP-0026,833,4,0,13.56,0.0,0,0,0.6506,158.7
2024-08-15,CMP-0026,794,4,0,9.47,0.0,1,0,0.3801,172.6
2024-08-16,CMP-0026,848,4,0,14.23,0.0,0,0,0.5644,184.1
2024-08-17,CMP-0026,530,1,0,0.42,0.0,0,0,0.4412,226.6
2024-08-18,CMP-0026,511,1,0,1.96,0.0,0,0,0.3699,270.9
2024-08-19,CMP-0026,839,5,0,4.45,0.0,0,0,0.643,234.6
2024-08-20,CMP-0026,846,4,0,9.89,0.0,1,0,0.5692,180.1
2024-08-21,CMP-0026,808,4,0,1.55,0.0,1,0,0.3912,270.0
2023-08-24,CMP-0027,4915,76,2,230.12,111.72,15,2,0.4454,154.9
2023-08-25,CMP-0027,4176,61,1,217.81,27.47,23,1,0.5937,121.9
2023-08-26,CMP-0027,3852,35,0,136.75,0.0,11,0,0.2551,65.9
2023-08-27,CMP-0027,4518,38,0,125.54,0.0,4,0,0.7469,152.9
2023-08-28,CMP-0027,7322,96,2,195.61,118.78,14,2,0.7133,70.0
2023-08-29,CMP-0027,3290,37,0,169.54,0.0,9,0,0.6834,47.7
2023-08-30,CMP-0027,5608,84,2,222.64,89.22,13,2,0.7199,91.3
2023-08-31,CMP-0027,7062,101,2,211.79,173.69,20,2,0.3972,227.4
2023-09-01,CMP-0027,6819,98,2,214.56,114.21,21,1,0.3365,210.8
2023-09-02,CMP-0027,4798,36,0,111.23,0.0,7,0,0.6332,103.8
2023-09-03,CMP-0027,2861,13,0,70.77,0.0,3,0,0.4619,227.9
2023-09-04,CMP-0027,9781,157,4,238.2,258.19,44,5,0.5336,121.6
2023-09-05,CMP-0027,6314,75,1,176.63,26.84,11,0,0.5057,182.3
2023-09-06,CMP-0027,4188,45,0,161.63,0.0,13,2,0.4261,23.5
2023-09-07,CMP-0027,5031,75,2,222.43,88.56,25,2,0.2863,202.2
2023-09-08,CMP-0027,5074,61,1,180.02,75.12,8,0,0.2555,108.7
2023-09-09,CMP-0027,4655,47,1,150.66,76.18,17,2,0.4428,186.5
2023-09-10,CMP-0027,4565,43,1,139.65,29.45,7,0,0.6917,260.1
2023-09-11,CMP-0027,4345,65,1,222.04,82.75,14,2,0.4089,106.2
2023-09-12,CMP-0027,3282,31,0,141.97,0.0,7,1,0.4606,50.4
2023-09-13,CMP-0027,5427,89,2,242.69,89.13,19,2,0.3925,198.4
2023-09-14,CMP-0027,8680,120,3,205.55,267.56,44,4,0.6708,129.8
2023-09-15,CMP-0027,7848,95,2,180.91,168.93,10,1,0.2847,42.1
2023-09-16,CMP-0027,5201,44,1,127.87,71.32,8,1,0.4502,173.6
2023-09-17,CMP-0027,2122,11,0,80.15,0.0,2,0,0.4773,256.9
2023-09-18,CMP-0027,9604,137,3,211.3,92.09,29,4,0.2646,28.6
2023-09-19,CMP-0027,2746,28,0,155.12,0.0,5,0,0.4678,63.5
2023-09-20,CMP-0027,3269,31,0,142.49,0.0,6,1,0.7448,281.2
2023-09-21,CMP-0027,5784,53,0,135.86,0.0,17,1,0.7236,36.4
2023-09-22,CMP-0027,6436,103,3,238.81,191.58,35,3,0.3352,54.3
2023-09-23,CMP-0027,3342,24,0,108.66,0.0,8,1,0.6939,290.3
2023-09-24,CMP-0027,4773,52,1,162.44,52.66,7,0,0.5389,203.5
2023-09-25,CMP-0027,7973,93,2,174.41,88.46,29,2,0.3819,99.4
2023-09-26,CMP-0027,2547,22,0,128.64,0.0,7,1,0.6176,73.7
2023-09-27,CMP-0027,2983,30,0,151.72,0.0,3,0,0.3581,248.3
2023-09-28,CMP-0027,5567,91,2,243.62,59.11,14,1,0.5138,259.7
2023-09-29,CMP-0027,7467,95,2,189.25,87.1,22,1,0.5023,275.5
2023-09-30,CMP-0027,2628,19,0,110.68,0.0,7,1,0.5067,237.3
2023-10-01,CMP-0027,2863,24,0,128.28,0.0,3,0,0.6849,199.8
2023-10-02,CMP-0027,4550,66,1,214.94,81.64,21,1,0.697,68.3
2023-10-03,CMP-0027,4256,68,1,238.99,67.18,16,1,0.7135,39.0
2023-10-04,CMP-0027,7362,125,3,251.93,98.0,31,3,0.2766,92.7
2023-10-05,CMP-0027,3584,43,0,181.28,0.0,13,1,0.397,129.8
2023-10-06,CMP-0027,4855,47,0,143.53,0.0,11,1,0.5906,199.2
2023-10-07,CMP-0027,5036,38,0,114.03,0.0,4,0,0.3831,33.8
2023-10-08,CMP-0027,2597,22,0,130.78,0.0,6,0,0.446,43.9
2023-10-09,CMP-0027,5959,63,1,157.69,81.87,11,0,0.6429,114.1
2023-10-10,CMP-0027,3973,42,0,157.95,0.0,13,0,0.5016,214.6
2023-10-11,CMP-0027,6369,89,2,208.77,86.22,33,2,0.4076,34.8
2023-10-12,CMP-0027,4315,56,1,193.44,83.24,7,0,0.4873,110.2
2023-10-13,CMP-0027,4331,57,1,196.62,40.31,7,1,0.6765,184.3
2023-10-14,CMP-0027,4689,33,0,105.45,0.0,8,0,0.3047,248.4
2023-10-15,CMP-0027,3921,31,0,118.58,0.0,10,1,0.3337,56.8
2023-10-16,CMP-0027,3130,33,0,159.23,0.0,10,1,0.6174,297.1
2023-10-17,CMP-0027,5589,86,2,230.12,110.68,17,0,0.4263,217.4
2023-10-18,CMP-0027,9963,158,4,235.78,299.12,56,10,0.5479,47.1
2023-10-19,CMP-0027,4488,37,0,123.21,0.0,3,0,0.6781,202.9
2023-10-20,CMP-0027,3341,35,0,159.02,0.0,6,0,0.7366,117.4
2023-10-21,CMP-0027,3317,19,0,87.1,0.0,7,1,0.7327,265.0
2023-10-22,CMP-0027,3918,28,0,108.15,0.0,6,1,0.5135,90.6
2023-10-23,CMP-0027,6961,90,2,192.08,164.88,19,2,0.747,103.2
2023-10-24,CMP-0027,2519,23,0,138.7,0.0,4,0,0.4667,144.7
2023-10-25,CMP-0027,7078,76,1,159.32,75.98,14,2,0.4995,210.4
2023-10-26,CMP-0027,4716,49,0,156.12,0.0,19,2,0.5822,101.5
2023-10-27,CMP-0027,5120,70,1,203.44,76.49,7,0,0.3915,184.0
2023-10-28,CMP-0027,2332,19,0,126.03,0.0,4,0,0.2503,86.7
2023-10-29,CMP-0027,2863,20,0,106.36,0.0,7,1,0.6344,59.2
2023-10-30,CMP-0027,3931,53,1,202.25,40.77,21,1,0.5426,38.0
2023-10-31,CMP-0027,4036,47,0,173.98,0.0,9,1,0.5685,135.4
2023-11-01,CMP-0027,8395,104,2,184.73,58.25,18,1,0.4054,175.7
2023-11-02,CMP-0027,9670,170,5,260.72,221.34,46,7,0.3498,53.7
2023-11-03,CMP-0027,8292,138,4,247.71,171.29,17,2,0.5642,170.6
2023-11-04,CMP-0027,2604,16,0,92.0,0.0,3,0,0.471,104.3
2023-11-05,CMP-0027,6451,63,1,144.93,70.6,15,1,0.4603,131.9
2023-11-06,CMP-0027,4133,63,1,227.04,60.23,24,2,0.6279,190.3
2023-11-07,CMP-0027,3938,40,0,150.48,0.0,10,0,0.5216,176.2
2023-11-08,CMP-0027,5890,90,2,227.33,146.97,19,2,0.253,245.1
2023-11-09,CMP-0027,10926,188,5,255.42,267.82,21,1,0.6649,200.2
2023-11-10,CMP-0027,4101,41,0,151.48,0.0,7,0,0.4157,32.3
2023-11-11,CMP-0027,3946,27,0,101.5,0.0,8,0,0.3525,56.1
2023-11-12,CMP-0027,5816,58,1,149.61,55.93,9,1,0.6761,100.8
2023-11-13,CMP-0027,5440,75,1,205.95,89.27,7,0,0.5939,47.7
2023-11-14,CMP-0027,3774,55,1,216.88,63.26,7,0,0.3521,150.0
2023-11-15,CMP-0027,8669,122,3,208.64,157.37,14,0,0.4523,295.1
2023-02-02,CMP-0028,31688,1315,57,1162.29,4521.02,347,60,0.5907,259.9
2023-02-03,CMP-0028,18506,523,15,792.05,775.26,152,11,0.6593,202.4
2023-02-04,CMP-0028,12276,363,17,829.73,1233.56,95,11,0.395,205.2
2023-02-05,CMP-0028,25335,765,38,846.51,2119.45,229,24,0.5988,45.6
2023-02-06,CMP-0028,20078,737,28,1028.59,1432.93,79,9,0.5321,18.1
2023-02-07,CMP-0028,18520,706,28,1068.68,1849.26,259,37,0.2713,273.5
2023-02-08,CMP-0028,22437,599,16,747.93,865.34,189,17,0.7409,117.0
2023-02-09,CMP-0028,33226,1410,63,1188.93,3557.38,288,44,0.4453,32.9
2023-02-10,CMP-0028,28964,1242,56,1201.4,2590.06,392,39,0.6076,239.2
2023-02-11,CMP-0028,11423,276,11,677.5,813.74,52,5,0.7081,198.9
2023-02-12,CMP-0028,15752,472,23,840.3,1249.9,140,19,0.7137,236.0
2023-02-13,CMP-0028,21734,780,29,1006.02,905.84,153,29,0.424,191.0
2023-02-14,CMP-0028,23118,990,45,1199.79,1148.97,352,26,0.2983,45.3
2023-02-15,CMP-0028,25275,774,25,858.2,1366.45,253,49,0.6543,223.8
2023-02-16,CMP-0028,17232,660,26,1072.98,2164.14,100,18,0.6279,134.7
2023-02-17,CMP-0028,13269,493,19,1040.46,1212.27,66,11,0.2864,232.6
2023-02-18,CMP-0028,16605,425,18,716.95,1426.43,160,15,0.5994,122.6
2023-02-19,CMP-0028,19377,439,16,635.33,979.68,70,6,0.4688,96.5
2023-02-20,CMP-0028,16144,605,24,1049.71,802.59,208,35,0.3461,180.9
2023-02-21,CMP-0028,29638,1329,63,1256.16,4260.97,214,36,0.6966,117.5
2023-02-22,CMP-0028,19038,668,24,983.88,1425.46,81,6,0.615,274.6
2023-02-23,CMP-0028,17447,455,12,731.66,671.9,159,21,0.4869,115.4
2024-07-06,CMP-0029,1876,62,3,86.23,481.7,8,0,0.4638,122.2
2024-07-07,CMP-0029,976,30,1,81.53,74.07,10,0,0.309,80.7
2024-07-08,CMP-0029,1597,45,1,74.44,119.57,7,1,0.7111,86.6
2024-07-09,CMP-0029,2658,116,5,114.23,361.16,41,8,0.2874,179.0
2024-07-10,CMP-0029,2343,81,2,90.29,455.45,20,2,0.2783,213.8
2024-07-11,CMP-0029,1341,54,2,105.68,289.55,20,1,0.265,111.3
2024-07-12,CMP-0029,1633,66,2,106.29,240.43,21,1,0.5235,224.2
2024-07-13,CMP-0029,1657,38,1,60.89,179.4,13,1,0.2865,285.2
2024-07-14,CMP-0029,1447,29,0,53.87,0.0,9,0,0.7405,285.7
2024-07-15,CMP-0029,1851,61,1,86.52,170.24,7,0,0.7233,92.1
2024-07-16,CMP-0029,939,29,0,81.99,0.0,7,1,0.4658,101.5
2024-07-17,CMP-0029,2166,69,2,83.68,469.73,7,0,0.6368,246.2
2024-07-18,CMP-0029,2005,76,2,99.04,429.71,23,3,0.5262,29.9
2024-07-19,CMP-0029,2097,69,2,86.02,370.36,15,1,0.3189,139.8
2024-07-20,CMP-0029,1940,54,2,72.6,473.71,11,0,0.4683,31.5
2024-07-21,CMP-0029,1231,39,1,82.88,165.95,6,0,0.6942,241.1
2024-07-22,CMP-0029,1850,62,2,88.74,476.74,6,0,0.6563,36.8
2024-07-23,CMP-0029,1365,55,2,105.19,185.01,6,0,0.5776,84.6
2024-07-24,CMP-0029,1759,74,3,110.42,507.31,18,1,0.2884,86.3
2024-07-25,CMP-0029,2243,94,3,109.86,447.26,30,3,0.7076,77.8
2024-07-26,CMP-0029,2389,93,3,101.91,688.37,31,2,0.5768,165.2
2024-07-27,CMP-0029,1136,31,1,73.37,185.6,7,0,0.7002,216.1
2024-07-28,CMP-0029,1528,41,1,70.04,110.36,6,0,0.738,80.7
2024-07-29,CMP-0029,1810,52,1,75.54,97.94,11,1,0.321,293.7
2024-07-30,CMP-0029,2732,123,5,117.84,884.92,29,1,0.4995,24.6
2024-07-31,CMP-0029,1853,84,3,118.2,387.46,29,1,0.3895,188.8
2024-08-01,CMP-0029,1538,50,1,85.06,215.3,10,0,0.3529,67.6
2024-08-02,CMP-0029,1722,66,2,101.15,138.81,12,1,0.4239,22.4
2024-08-03,CMP-0029,1449,40,1,72.61,220.77,15,2,0.6551,183.4
2024-08-04,CMP-0029,1372,32,1,61.21,121.37,11,1,0.4638,222.8
2024-08-05,CMP-0029,2689,125,5,121.93,351.41,16,1,0.6106,208.2
2024-08-06,CMP-0029,3561,201,10,147.85,2288.36,48,6,0.5342,162.9
2024-08-07,CMP-0029,1065,34,1,84.61,128.63,11,2,0.3159,19.3
2024-08-08,CMP-0029,1679,46,1,72.66,231.17,5,0,0.5214,111.2
2024-08-09,CMP-0029,1749,71,2,106.49,341.6,14,2,0.6412,245.9
2024-08-10,CMP-0029,1458,40,1,73.1,82.38,10,0,0.3823,66.0
2024-08-11,CMP-0029,1069,24,0,60.93,0.0,5,0,0.4901,255.6
2024-08-12,CMP-0029,1750,86,3,129.56,211.64,32,2,0.5552,104.5
2024-08-13,CMP-0029,806,22,0,73.51,0.0,7,0,0.6845,51.3
2024-08-14,CMP-0029,2322,101,4,114.3,345.77,28,1,0.3072,26.0
2024-08-15,CMP-0029,1871,63,1,88.22,214.9,17,0,0.6087,32.3
2023-04-07,CMP-0030,9392,249,5,111.83,533.15,44,6,0.6787,115.7
2023-04-08,CMP-0030,6237,109,2,74.06,336.21,22,1,0.4719,160.6
2023-04-09,CMP-0030,2397,25,0,44.84,0.0,5,0,0.458,197.9
2023-04-10,CMP-0030,6984,123,1,74.07,85.75,24,4,0.4175,131.3
2023-04-11,CMP-0030,7800,180,3,97.52,434.17,70,10,0.3302,27.7
2023-04-12,CMP-0030,7505,137,2,76.77,448.27,14,1,0.654,160.6
2023-04-13,CMP-0030,7274,142,2,82.46,302.95,38,3,0.3574,251.8
2023-04-14,CMP-0030,3380,67,1,83.64,190.73,14,2,0.2892,37.0
2023-04-15,CMP-0030,3200,24,0,32.62,0.0,6,0,0.5241,134.2
2023-04-16,CMP-0030,4497,56,0,52.81,0.0,14,0,0.4862,164.5
2023-04-17,CMP-0030,4771,81,1,71.74,108.45,28,2,0.372,84.3
2023-04-18,CMP-0030,6554,116,1,75.01,125.15,27,4,0.3077,83.7
2023-04-19,CMP-0030,9132,233,5,107.25,1092.2,48,4,0.5028,275.7
2023-04-20,CMP-0030,4989,73,0,62.31,0.0,17,1,0.5347,250.6
2023-04-21,CMP-0030,4483,103,2,96.75,313.54,34,3,0.5424,54.4
2023-04-22,CMP-0030,2748,32,0,50.0,0.0,6,0,0.4605,295.2
2023-04-23,CMP-0030,3755,44,0,49.99,0.0,14,2,0.6882,19.4
2023-04-24,CMP-0030,4437,101,2,96.37,214.82,26,4,0.6214,51.0
2023-04-25,CMP-0030,3600,76,1,88.88,137.66,23,4,0.3162,262.1
2023-04-26,CMP-0030,8995,198,3,92.71,668.3,40,4,0.5285,217.9
2023-04-27,CMP-0030,4563,107,2,99.33,443.07,39,5,0.5583,298.3
2023-04-28,CMP-0030,3203,59,0,77.7,0.0,12,1,0.4544,143.2
2023-04-29,CMP-0030,4259,47,0,46.47,0.0,11,0,0.3417,233.3
2023-04-30,CMP-0030,4016,39,0,41.46,0.0,4,0,0.5468,120.4
2023-05-01,CMP-0030,5449,90,1,69.48,128.29,20,2,0.544,284.3
2023-05-02,CMP-0030,5787,182,4,132.3,454.09,36,4,0.6987,180.3
2023-05-03,CMP-0030,9420,232,4,103.93,547.22,45,4,0.3392,55.8
2023-05-04,CMP-0030,5390,77,0,60.73,0.0,30,2,0.5096,178.9
2023-05-05,CMP-0030,4670,68,0,61.21,0.0,12,0,0.3869,140.1
2023-05-06,CMP-0030,5413,74,1,58.06,111.93,27,5,0.6267,278.5
2023-05-07,CMP-0030,4670,65,1,58.75,85.38,10,1,0.6274,22.8
2023-05-08,CMP-0030,8710,191,3,92.35,698.32,50,8,0.2533,252.3
2023-05-09,CMP-0030,3102,58,0,78.97,0.0,22,2,0.616,163.5
2023-05-10,CMP-0030,7287,140,2,81.13,226.18,18,2,0.6724,141.7
2023-05-11,CMP-0030,5745,121,2,88.67,214.7,43,8,0.6158,48.2
2023-05-12,CMP-0030,5067,102,1,84.65,74.23,34,5,0.4136,159.5
2023-05-13,CMP-0030,1619,11,0,29.45,0.0,2,0,0.6034,104.7
2023-05-14,CMP-0030,4835,58,0,50.52,0.0,22,3,0.4088,254.8
2024-10-31,CMP-0031,80264,16116,511,224.63,111379.21,0,0,0.5672,17.3
2024-11-01,CMP-0031,59887,15000,607,280.22,77524.6,0,0,0.5867,90.6
2024-11-02,CMP-0031,59966,14748,922,275.15,190389.67,0,0,0.3913,71.6
2024-11-03,CMP-0031,79167,13087,550,184.95,127132.44,0,0,0.6247,15.9
2024-11-04,CMP-0031,49109,11139,408,253.76,65440.22,0,0,0.3391,134.2
2024-11-05,CMP-0031,80262,23004,1066,320.64,136930.09,0,0,0.5689,153.0
2024-11-06,CMP-0031,108224,28718,1232,296.87,113851.07,0,0,0.3659,98.3
2024-11-07,CMP-0031,92358,24228,1028,293.48,209109.91,0,0,0.4286,152.1
2024-11-08,CMP-0031,61330,16643,730,303.59,58565.08,0,0,0.6275,96.9
2024-11-09,CMP-0031,110673,24053,1329,243.15,157581.48,0,0,0.3079,147.4
2024-11-10,CMP-0031,35531,4234,128,133.32,10295.88,0,0,0.6024,235.5
2024-11-11,CMP-0031,93157,24679,1057,296.38,216526.28,0,0,0.456,81.9
2024-11-12,CMP-0031,56994,11237,358,220.57,54182.49,0,0,0.6414,32.3
2024-11-13,CMP-0031,119681,32180,1399,300.81,149817.43,0,0,0.4457,141.0
2024-11-14,CMP-0031,64009,12644,404,220.99,90587.45,0,0,0.6141,111.9
2024-11-15,CMP-0031,102085,22642,812,248.13,93811.92,0,0,0.5363,62.5
2024-11-16,CMP-0031,37907,5493,202,162.12,34855.42,0,0,0.5567,109.0
2024-11-17,CMP-0031,71960,13244,619,205.91,39359.48,0,0,0.6512,40.7
2024-11-18,CMP-0031,121266,34737,1609,320.46,360739.64,0,0,0.5264,201.7
2024-11-19,CMP-0031,65952,11983,352,203.28,44062.51,0,0,0.3285,167.7
2024-11-20,CMP-0031,115879,28350,1122,273.71,113636.39,0,0,0.7053,109.5
2024-11-21,CMP-0031,54953,11411,383,232.31,73536.07,0,0,0.268,20.7
2024-11-22,CMP-0031,90507,16389,480,202.59,37657.79,0,0,0.4924,59.7
2024-11-23,CMP-0031,43090,6347,237,164.81,24032.02,0,0,0.3737,92.7
2024-11-24,CMP-0031,33927,4902,180,161.65,36203.34,0,0,0.3156,226.0
2024-11-25,CMP-0031,101468,36472,2121,402.13,159679.47,0,0,0.6111,232.3
2024-11-26,CMP-0031,86633,22780,969,294.18,60711.26,0,0,0.5524,58.3
2024-11-27,CMP-0031,75993,13323,377,196.14,76407.19,0,0,0.5528,104.0
2024-11-28,CMP-0031,64338,13811,479,240.15,72915.3,0,0,0.387,72.8
2024-11-29,CMP-0031,81727,23818,1123,326.04,199994.09,0,0,0.3956,41.5
2024-11-30,CMP-0031,110998,24233,1345,244.25,216517.19,0,0,0.7038,167.0
2024-12-01,CMP-0031,30636,3221,91,117.64,5741.94,0,0,0.4468,121.2
2024-12-02,CMP-0031,59725,9019,234,168.94,18601.78,0,0,0.7376,128.2
2024-12-03,CMP-0031,95453,31743,1815,372.04,229720.73,0,0,0.5714,109.7
2024-12-04,CMP-0031,126844,33088,1484,291.83,349700.35,0,0,0.3346,261.5
2024-12-05,CMP-0031,75175,15033,517,223.72,54282.12,0,0,0.5582,150.0
2024-12-06,CMP-0031,122249,32747,1508,299.68,244288.55,0,0,0.6337,86.8
2024-12-07,CMP-0031,22892,1666,32,81.46,3866.12,0,0,0.4107,176.1
2024-12-08,CMP-0031,53504,8245,343,172.4,20924.0,0,0,0.6275,241.5
2024-12-09,CMP-0031,101897,26275,1165,288.48,135539.49,0,0,0.4109,217.0
2024-12-10,CMP-0031,110225,31605,1558,320.78,334280.62,0,0,0.2907,44.9
2024-12-11,CMP-0031,86462,16680,553,215.83,70575.79,0,0,0.331,228.2
2024-12-12,CMP-0031,65054,16012,677,275.37,93946.09,0,0,0.2695,135.9
