lead_id,date,campaign_id,channel,region,lead_source,lead_status,deal_value,days_to_convert,lead_score,is_won,deal_size
LEAD-000991,2023-05-27,CMP-0006,Email Marketing,LATAM,Organic,Won,8705.47,36,100,1,Large (>8K)
LEAD-000992,2023-05-28,CMP-0006,Email Marketing,LATAM,Direct,Won,2490.31,68,100,1,Medium (2K-8K)
LEAD-000993,2023-05-28,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-000994,2023-05-28,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-000995,2023-05-28,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-000996,2023-05-28,CMP-0006,Email Marketing,LATAM,Direct,Won,3698.87,24,100,1,Medium (2K-8K)
LEAD-000997,2023-05-29,CMP-0006,Email Marketing,LATAM,Paid,Proposal,8839.75,-1,75,0,Large (>8K)
LEAD-000998,2023-05-29,CMP-0006,Email Marketing,LATAM,Paid,Won,6864.81,18,100,1,Medium (2K-8K)
LEAD-000999,2023-05-29,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001000,2023-05-29,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001001,2023-05-29,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001002,2023-05-30,CMP-0006,Email Marketing,LATAM,Paid,Proposal,2769.54,-1,75,0,Medium (2K-8K)
LEAD-001003,2023-05-30,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001004,2023-05-30,CMP-0006,Email Marketing,LATAM,Organic,Proposal,9509.62,-1,75,0,Large (>8K)
LEAD-001005,2023-05-30,CMP-0006,Email Marketing,LATAM,Paid,Won,5797.72,63,100,1,Medium (2K-8K)
LEAD-001006,2023-05-30,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001007,2023-05-31,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001008,2023-05-31,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001009,2023-05-31,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001010,2023-05-31,CMP-0006,Email Marketing,LATAM,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-001011,2023-05-31,CMP-0006,Email Marketing,LATAM,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-001012,2023-06-01,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001013,2023-06-01,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001014,2023-06-01,CMP-0006,Email Marketing,LATAM,Referral,Proposal,6640.78,-1,75,0,Medium (2K-8K)
LEAD-001015,2023-06-01,CMP-0006,Email Marketing,LATAM,Paid,Proposal,8959.69,-1,75,0,Large (>8K)
LEAD-001016,2023-06-01,CMP-0006,Email Marketing,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001017,2023-06-02,CMP-0006,Email Marketing,LATAM,Paid,Won,9693.76,83,100,1,Large (>8K)
LEAD-001018,2023-06-02,CMP-0006,Email Marketing,LATAM,Direct,New,0.0,-1,10,0,No Deal
LEAD-001019,2023-06-02,CMP-0006,Email Marketing,LATAM,Paid,Won,3780.67,7,100,1,Medium (2K-8K)
LEAD-001020,2023-06-02,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001021,2023-06-02,CMP-0006,Email Marketing,LATAM,Paid,Won,6316.75,43,100,1,Medium (2K-8K)
LEAD-001022,2023-06-03,CMP-0006,Email Marketing,LATAM,Referral,Proposal,9133.11,-1,75,0,Large (>8K)
LEAD-001023,2023-06-03,CMP-0006,Email Marketing,LATAM,Direct,Proposal,3721.75,-1,75,0,Medium (2K-8K)
LEAD-001024,2023-06-03,CMP-0006,Email Marketing,LATAM,Paid,Proposal,8650.77,-1,75,0,Large (>8K)
LEAD-001025,2023-06-03,CMP-0006,Email Marketing,LATAM,Paid,Proposal,2347.21,-1,75,0,Medium (2K-8K)
LEAD-001026,2023-06-03,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001027,2023-06-04,CMP-0006,Email Marketing,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001028,2023-06-04,CMP-0006,Email Marketing,LATAM,Referral,Proposal,6538.87,-1,75,0,Medium (2K-8K)
LEAD-001029,2023-06-04,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001030,2023-06-04,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001031,2023-06-04,CMP-0006,Email Marketing,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001032,2023-06-05,CMP-0006,Email Marketing,LATAM,Direct,New,0.0,-1,10,0,No Deal
LEAD-001033,2023-06-05,CMP-0006,Email Marketing,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001034,2023-06-05,CMP-0006,Email Marketing,LATAM,Direct,Won,7649.59,87,100,1,Medium (2K-8K)
LEAD-001035,2023-06-05,CMP-0006,Email Marketing,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001036,2023-06-05,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001037,2023-06-06,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001038,2023-06-06,CMP-0006,Email Marketing,LATAM,Paid,Won,5138.37,27,100,1,Medium (2K-8K)
LEAD-001039,2023-06-06,CMP-0006,Email Marketing,LATAM,Paid,Won,7989.99,54,100,1,Medium (2K-8K)
LEAD-001040,2023-06-06,CMP-0006,Email Marketing,LATAM,Organic,Proposal,4023.06,-1,75,0,Medium (2K-8K)
LEAD-001041,2023-06-06,CMP-0006,Email Marketing,LATAM,Organic,Won,9386.18,8,100,1,Large (>8K)
LEAD-001042,2023-06-07,CMP-0006,Email Marketing,LATAM,Direct,Proposal,3201.97,-1,75,0,Medium (2K-8K)
LEAD-001043,2023-06-07,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001044,2023-06-07,CMP-0006,Email Marketing,LATAM,Paid,Proposal,4553.12,-1,75,0,Medium (2K-8K)
LEAD-001045,2023-06-07,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001046,2023-06-07,CMP-0006,Email Marketing,LATAM,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-001047,2023-06-08,CMP-0006,Email Marketing,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001048,2023-06-08,CMP-0006,Email Marketing,LATAM,Direct,Proposal,2451.03,-1,75,0,Medium (2K-8K)
LEAD-001049,2023-06-08,CMP-0006,Email Marketing,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001050,2023-06-08,CMP-0006,Email Marketing,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001051,2023-06-08,CMP-0006,Email Marketing,LATAM,Paid,Proposal,9196.1,-1,75,0,Large (>8K)
LEAD-001052,2023-06-09,CMP-0006,Email Marketing,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001053,2023-06-09,CMP-0006,Email Marketing,LATAM,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-001054,2023-06-09,CMP-0006,Email Marketing,LATAM,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-001055,2023-06-09,CMP-0006,Email Marketing,LATAM,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-001056,2023-06-09,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001057,2023-06-10,CMP-0006,Email Marketing,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001058,2023-06-10,CMP-0006,Email Marketing,LATAM,Paid,Proposal,4472.53,-1,75,0,Medium (2K-8K)
LEAD-001059,2023-06-10,CMP-0006,Email Marketing,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001060,2023-06-10,CMP-0006,Email Marketing,LATAM,Paid,Won,7101.78,37,100,1,Medium (2K-8K)
LEAD-001061,2023-06-10,CMP-0006,Email Marketing,LATAM,Referral,Won,4829.66,86,100,1,Medium (2K-8K)
LEAD-001062,2024-10-05,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001063,2024-10-05,CMP-0007,TikTok Ads,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001064,2024-10-06,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001065,2024-10-07,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001066,2024-10-07,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001067,2024-10-07,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001068,2024-10-08,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,32028.77,-1,75,0,Large (>8K)
LEAD-001069,2024-10-08,CMP-0007,TikTok Ads,LATAM,Referral,New,0.0,-1,10,0,No Deal
LEAD-001070,2024-10-08,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001071,2024-10-08,CMP-0007,TikTok Ads,LATAM,Referral,Proposal,18269.26,-1,75,0,Large (>8K)
LEAD-001072,2024-10-09,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001073,2024-10-09,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001074,2024-10-09,CMP-0007,TikTok Ads,LATAM,Direct,New,0.0,-1,10,0,No Deal
LEAD-001075,2024-10-09,CMP-0007,TikTok Ads,LATAM,Direct,Lost,0.0,-1,0,0,No Deal
LEAD-001076,2024-10-09,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001077,2024-10-10,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,12103.39,-1,75,0,Large (>8K)
LEAD-001078,2024-10-10,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001079,2024-10-10,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001080,2024-10-10,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001081,2024-10-10,CMP-0007,TikTok Ads,LATAM,Organic,Lost,0.0,-1,0,0,No Deal
LEAD-001082,2024-10-11,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001083,2024-10-11,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001084,2024-10-11,CMP-0007,TikTok Ads,LATAM,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-001085,2024-10-11,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001086,2024-10-11,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001087,2024-10-12,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001088,2024-10-14,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001089,2024-10-14,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001090,2024-10-14,CMP-0007,TikTok Ads,LATAM,Organic,Won,8887.15,63,100,1,Large (>8K)
LEAD-001091,2024-10-14,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001092,2024-10-14,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001093,2024-10-15,CMP-0007,TikTok Ads,LATAM,Referral,Proposal,18351.11,-1,75,0,Large (>8K)
LEAD-001094,2024-10-15,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001095,2024-10-15,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001096,2024-10-15,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001097,2024-10-16,CMP-0007,TikTok Ads,LATAM,Direct,New,0.0,-1,10,0,No Deal
LEAD-001098,2024-10-16,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,35558.6,-1,75,0,Large (>8K)
LEAD-001099,2024-10-16,CMP-0007,TikTok Ads,LATAM,Organic,Won,24209.76,56,100,1,Large (>8K)
LEAD-001100,2024-10-16,CMP-0007,TikTok Ads,LATAM,Referral,Proposal,27528.44,-1,75,0,Large (>8K)
LEAD-001101,2024-10-16,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001102,2024-10-17,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001103,2024-10-18,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001104,2024-10-18,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001105,2024-10-18,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001106,2024-10-18,CMP-0007,TikTok Ads,LATAM,Direct,New,0.0,-1,10,0,No Deal
LEAD-001107,2024-10-18,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001108,2024-10-19,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001109,2024-10-20,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001110,2024-10-21,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001111,2024-10-21,CMP-0007,TikTok Ads,LATAM,Direct,Proposal,7646.21,-1,75,0,Medium (2K-8K)
LEAD-001112,2024-10-22,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001113,2024-10-23,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001114,2024-10-23,CMP-0007,TikTok Ads,LATAM,Referral,Proposal,18179.43,-1,75,0,Large (>8K)
LEAD-001115,2024-10-23,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001116,2024-10-23,CMP-0007,TikTok Ads,LATAM,Referral,New,0.0,-1,10,0,No Deal
LEAD-001117,2024-10-23,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001118,2024-10-24,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,18810.11,-1,75,0,Large (>8K)
LEAD-001119,2024-10-24,CMP-0007,TikTok Ads,LATAM,Direct,Won,13821.45,19,100,1,Large (>8K)
LEAD-001120,2024-10-24,CMP-0007,TikTok Ads,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001121,2024-10-24,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001122,2024-10-25,CMP-0007,TikTok Ads,LATAM,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-001123,2024-10-27,CMP-0007,TikTok Ads,LATAM,Referral,Won,35154.36,78,100,1,Large (>8K)
LEAD-001124,2024-10-28,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,21707.3,-1,75,0,Large (>8K)
LEAD-001125,2024-10-28,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,21525.75,-1,75,0,Large (>8K)
LEAD-001126,2024-10-28,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,14728.9,-1,75,0,Large (>8K)
LEAD-001127,2024-10-28,CMP-0007,TikTok Ads,LATAM,Paid,Won,36844.23,14,100,1,Large (>8K)
LEAD-001128,2024-10-28,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001129,2024-10-29,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001130,2024-10-29,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,10108.02,-1,75,0,Large (>8K)
LEAD-001131,2024-10-29,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001132,2024-10-29,CMP-0007,TikTok Ads,LATAM,Referral,New,0.0,-1,10,0,No Deal
LEAD-001133,2024-10-29,CMP-0007,TikTok Ads,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001134,2024-10-30,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001135,2024-10-31,CMP-0007,TikTok Ads,LATAM,Direct,Qualified,0.0,-1,50,0,No Deal
LEAD-001136,2024-10-31,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001137,2024-10-31,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001138,2024-10-31,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001139,2024-10-31,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001140,2024-11-01,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,27775.07,-1,75,0,Large (>8K)
LEAD-001141,2024-11-01,CMP-0007,TikTok Ads,LATAM,Direct,New,0.0,-1,10,0,No Deal
LEAD-001142,2024-11-01,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001143,2024-11-01,CMP-0007,TikTok Ads,LATAM,Paid,Won,14386.44,7,100,1,Large (>8K)
LEAD-001144,2024-11-01,CMP-0007,TikTok Ads,LATAM,Paid,Won,36750.51,84,100,1,Large (>8K)
LEAD-001145,2024-11-03,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001146,2024-11-04,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001147,2024-11-04,CMP-0007,TikTok Ads,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001148,2024-11-04,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001149,2024-11-04,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001150,2024-11-04,CMP-0007,TikTok Ads,LATAM,Paid,Won,35052.95,64,100,1,Large (>8K)
LEAD-001151,2024-11-05,CMP-0007,TikTok Ads,LATAM,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-001152,2024-11-05,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001153,2024-11-05,CMP-0007,TikTok Ads,LATAM,Paid,Won,10231.77,21,100,1,Large (>8K)
LEAD-001154,2024-11-05,CMP-0007,TikTok Ads,LATAM,Referral,New,0.0,-1,10,0,No Deal
LEAD-001155,2024-11-05,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001156,2024-11-06,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001157,2024-11-06,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001158,2024-11-06,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001159,2024-11-06,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001160,2024-11-06,CMP-0007,TikTok Ads,LATAM,Referral,New,0.0,-1,10,0,No Deal
LEAD-001161,2024-11-07,CMP-0007,TikTok Ads,LATAM,Referral,Contacted,0.0,-1,25,0,No Deal
LEAD-001162,2024-11-07,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001163,2024-11-07,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,25309.41,-1,75,0,Large (>8K)
LEAD-001164,2024-11-07,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001165,2024-11-07,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001166,2024-11-08,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001167,2024-11-08,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001168,2024-11-08,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001169,2024-11-10,CMP-0007,TikTok Ads,LATAM,Organic,Won,35957.41,59,100,1,Large (>8K)
LEAD-001170,2024-11-10,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001171,2024-11-10,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001172,2024-11-10,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001173,2024-11-10,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,27184.75,-1,75,0,Large (>8K)
LEAD-001174,2024-11-11,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,9875.47,-1,75,0,Large (>8K)
LEAD-001175,2024-11-11,CMP-0007,TikTok Ads,LATAM,Direct,Won,32786.86,23,100,1,Large (>8K)
LEAD-001176,2024-11-11,CMP-0007,TikTok Ads,LATAM,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-001177,2024-11-11,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001178,2024-11-11,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001179,2024-11-12,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001180,2024-11-12,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001181,2024-11-12,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001182,2024-11-13,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001183,2024-11-13,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001184,2024-11-13,CMP-0007,TikTok Ads,LATAM,Paid,Won,28198.51,18,100,1,Large (>8K)
LEAD-001185,2024-11-13,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001186,2024-11-13,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001187,2024-11-14,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001188,2024-11-14,CMP-0007,TikTok Ads,LATAM,Direct,Contacted,0.0,-1,25,0,No Deal
LEAD-001189,2024-11-14,CMP-0007,TikTok Ads,LATAM,Direct,Proposal,7790.11,-1,75,0,Medium (2K-8K)
LEAD-001190,2024-11-14,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001191,2024-11-14,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001192,2024-11-15,CMP-0007,TikTok Ads,LATAM,Referral,New,0.0,-1,10,0,No Deal
LEAD-001193,2024-11-15,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001194,2024-11-15,CMP-0007,TikTok Ads,LATAM,Direct,Proposal,8250.21,-1,75,0,Large (>8K)
LEAD-001195,2024-11-15,CMP-0007,TikTok Ads,LATAM,Paid,Won,13940.85,10,100,1,Large (>8K)
LEAD-001196,2024-11-16,CMP-0007,TikTok Ads,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001197,2024-11-17,CMP-0007,TikTok Ads,LATAM,Referral,Proposal,18009.1,-1,75,0,Large (>8K)
LEAD-001198,2024-11-18,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001199,2024-11-18,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,8787.93,-1,75,0,Large (>8K)
LEAD-001200,2024-11-18,CMP-0007,TikTok Ads,LATAM,Organic,Contacted,0.0,-1,25,0,No Deal
LEAD-001201,2024-11-18,CMP-0007,TikTok Ads,LATAM,Paid,Qualified,0.0,-1,50,0,No Deal
LEAD-001202,2024-11-19,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001203,2024-11-19,CMP-0007,TikTok Ads,LATAM,Paid,Lost,0.0,-1,0,0,No Deal
LEAD-001204,2024-11-19,CMP-0007,TikTok Ads,LATAM,Organic,Won,22323.22,11,100,1,Large (>8K)
LEAD-001205,2024-11-20,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001206,2024-11-20,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001207,2024-11-20,CMP-0007,TikTok Ads,LATAM,Referral,Lost,0.0,-1,0,0,No Deal
LEAD-001208,2024-11-20,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,19843.04,-1,75,0,Large (>8K)
LEAD-001209,2024-11-21,CMP-0007,TikTok Ads,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001210,2024-11-21,CMP-0007,TikTok Ads,LATAM,Organic,New,0.0,-1,10,0,No Deal
LEAD-001211,2024-11-21,CMP-0007,TikTok Ads,LATAM,Paid,Contacted,0.0,-1,25,0,No Deal
LEAD-001212,2024-11-21,CMP-0007,TikTok Ads,LATAM,Paid,New,0.0,-1,10,0,No Deal
LEAD-001213,2024-11-22,CMP-0007,TikTok Ads,LATAM,Organic,Proposal,12618.96,-1,75,0,Large (>8K)
LEAD-001214,2024-11-22,CMP-0007,TikTok Ads,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001215,2024-11-22,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,35432.08,-1,75,0,Large (>8K)
LEAD-001216,2024-11-22,CMP-0007,TikTok Ads,LATAM,Organic,Qualified,0.0,-1,50,0,No Deal
LEAD-001217,2024-11-23,CMP-0007,TikTok Ads,LATAM,Organic,Lost,0.0,-1,0,0,No Deal
LEAD-001218,2024-11-23,CMP-0007,TikTok Ads,LATAM,Paid,Proposal,9828.11,-1,75,0,Large (>8K)
LEAD-001219,2024-11-12,CMP-0008,Content/SEO,North America,Paid,Proposal,2174.54,-1,75,0,Medium (2K-8K)
LEAD-001220,2024-11-22,CMP-0008,Content/SEO,North America,Referral,Qualified,0.0,-1,50,0,No Deal
LEAD-001221,2024-04-09,CMP-0009,LinkedIn Ads,APAC,Paid,New,0.0,-1,10,0,No Deal
