date,campaign_id,impressions,clicks,conversions,spend,revenue,likes,shares,bounce_rate,avg_session_duration_sec,ctr,cpc,cpa,roas,conversion_rate,cost_per_impression,year,month,month_name,quarter,week_number,day_of_week,is_weekend
2024-05-18,CMP-0011,8704,123,2,227.73,135.12,41,4,0.5481,120.8,0.014131,1.8515,113.865,0.5933,0.01626,26.1638,2024,5,May,2024Q2,20,Saturday,True
2024-05-19,CMP-0011,12506,225,5,288.96,441.93,28,3,0.7154,299.1,0.017991,1.2843,57.792,1.5294,0.022222,23.1057,2024,5,May,2024Q2,20,Sunday,True
2024-05-20,CMP-0011,22874,425,6,297.44,424.56,124,19,0.6457,50.9,0.01858,0.6999,49.5733,1.4274,0.014118,13.0034,2024,5,May,2024Q2,21,Monday,False
2024-05-21,CMP-0011,17292,357,6,330.84,1420.21,120,19,0.6528,140.0,0.020645,0.9267,55.14,4.2927,0.016807,19.1325,2024,5,May,2024Q2,21,Tuesday,False
2023-02-27,CMP-0012,1037,5,0,2.89,0.0,1,0,0.6993,153.3,0.004822,0.578,0.0,0.0,0.0,2.7869,2023,2,February,2023Q1,9,Monday,False
2023-02-28,CMP-0012,959,6,0,6.56,0.0,1,0,0.3433,114.1,0.006257,1.0933,0.0,0.0,0.0,6.8405,2023,2,February,2023Q1,9,Tuesday,False
2023-03-01,CMP-0012,973,4,0,10.99,0.0,1,0,0.5273,34.6,0.004111,2.7475,0.0,0.0,0.0,11.295,2023,3,March,2023Q1,9,Wednesday,False
2023-03-02,CMP-0012,927,5,0,2.33,0.0,0,0,0.2504,196.8,0.005394,0.466,0.0,0.0,0.0,2.5135,2023,3,March,2023Q1,9,Thursday,False
2023-03-03,CMP-0012,1020,6,0,5.69,0.0,0,0,0.638,83.1,0.005882,0.9483,0.0,0.0,0.0,5.5784,2023,3,March,2023Q1,9,Friday,False
2023-03-04,CMP-0012,650,1,0,10.82,0.0,0,0,0.512,156.8,0.001538,10.82,0.0,0.0,0.0,16.6462,2023,3,March,2023Q1,9,Saturday,True
2023-03-05,CMP-0012,644,2,0,8.27,0.0,0,0,0.3052,164.1,0.003106,4.135,0.0,0.0,0.0,12.8416,2023,3,March,2023Q1,9,Sunday,True
2023-03-06,CMP-0012,986,5,0,1.0,0.0,0,0,0.351,153.3,0.005071,0.2,0.0,0.0,0.0,1.0142,2023,3,March,2023Q1,10,Monday,False
2023-03-07,CMP-0012,1014,6,0,1.48,0.0,2,0,0.5129,214.9,0.005917,0.2467,0.0,0.0,0.0,1.4596,2023,3,March,2023Q1,10,Tuesday,False
2023-03-08,CMP-0012,934,4,0,3.84,0.0,1,0,0.7151,74.5,0.004283,0.96,0.0,0.0,0.0,4.1113,2023,3,March,2023Q1,10,Wednesday,False
2023-03-09,CMP-0012,1075,4,0,7.37,0.0,0,0,0.2804,174.0,0.003721,1.8425,0.0,0.0,0.0,6.8558,2023,3,March,2023Q1,10,Thursday,False
2023-03-10,CMP-0012,986,6,0,14.07,0.0,1,0,0.6618,90.8,0.006085,2.345,0.0,0.0,0.0,14.2698,2023,3,March,2023Q1,10,Friday,False
2023-03-11,CMP-0012,626,3,0,0.61,0.0,0,0,0.7303,42.7,0.004792,0.2033,0.0,0.0,0.0,0.9744,2023,3,March,2023Q1,10,Saturday,True
2023-03-12,CMP-0012,665,1,0,10.88,0.0,0,0,0.3744,193.2,0.001504,10.88,0.0,0.0,0.0,16.3609,2023,3,March,2023Q1,10,Sunday,True
2023-03-13,CMP-0012,1039,4,0,2.68,0.0,0,0,0.5693,117.0,0.00385,0.67,0.0,0.0,0.0,2.5794,2023,3,March,2023Q1,11,Monday,False
2023-03-14,CMP-0012,1099,7,0,6.88,0.0,2,0,0.3402,129.4,0.006369,0.9829,0.0,0.0,0.0,6.2602,2023,3,March,2023Q1,11,Tuesday,False
2023-03-15,CMP-0012,1024,6,0,5.06,0.0,2,0,0.4262,104.8,0.005859,0.8433,0.0,0.0,0.0,4.9414,2023,3,March,2023Q1,11,Wednesday,False
2023-03-16,CMP-0012,1022,6,0,14.87,0.0,1,0,0.4653,221.9,0.005871,2.4783,0.0,0.0,0.0,14.5499,2023,3,March,2023Q1,11,Thursday,False
2023-03-17,CMP-0012,1027,5,0,9.13,0.0,0,0,0.7131,87.4,0.004869,1.826,0.0,0.0,0.0,8.89,2023,3,March,2023Q1,11,Friday,False
2023-03-18,CMP-0012,601,2,0,14.42,0.0,0,0,0.7415,184.8,0.003328,7.21,0.0,0.0,0.0,23.9933,2023,3,March,2023Q1,11,Saturday,True
2023-03-19,CMP-0012,611,1,0,7.76,0.0,0,0,0.3609,258.9,0.001637,7.76,0.0,0.0,0.0,12.7005,2023,3,March,2023Q1,11,Sunday,True
2023-03-20,CMP-0012,925,6,0,0.33,0.0,1,0,0.5268,173.6,0.006486,0.055,0.0,0.0,0.0,0.3568,2023,3,March,2023Q1,12,Monday,False
2023-03-21,CMP-0012,974,6,0,13.89,0.0,0,0,0.3192,119.6,0.00616,2.315,0.0,0.0,0.0,14.2608,2023,3,March,2023Q1,12,Tuesday,False
2023-03-22,CMP-0012,983,4,0,8.73,0.0,1,0,0.4499,276.6,0.004069,2.1825,0.0,0.0,0.0,8.881,2023,3,March,2023Q1,12,Wednesday,False
2023-03-23,CMP-0012,1014,3,0,11.01,0.0,1,0,0.6629,211.5,0.002959,3.67,0.0,0.0,0.0,10.858,2023,3,March,2023Q1,12,Thursday,False
2023-03-24,CMP-0012,1025,6,0,8.64,0.0,1,0,0.6154,179.2,0.005854,1.44,0.0,0.0,0.0,8.4293,2023,3,March,2023Q1,12,Friday,False
2023-03-25,CMP-0012,605,1,0,1.18,0.0,0,0,0.6586,133.7,0.001653,1.18,0.0,0.0,0.0,1.9504,2023,3,March,2023Q1,12,Saturday,True
2023-03-26,CMP-0012,640,2,0,13.02,0.0,0,0,0.5512,18.3,0.003125,6.51,0.0,0.0,0.0,20.3438,2023,3,March,2023Q1,12,Sunday,True
2023-03-27,CMP-0012,975,5,0,11.66,0.0,0,0,0.52,57.6,0.005128,2.332,0.0,0.0,0.0,11.959,2023,3,March,2023Q1,13,Monday,False
2023-03-28,CMP-0012,937,5,0,7.54,0.0,0,0,0.4464,142.0,0.005336,1.508,0.0,0.0,0.0,8.047,2023,3,March,2023Q1,13,Tuesday,False
2023-03-29,CMP-0012,1000,4,0,8.93,0.0,0,0,0.4472,52.7,0.004,2.2325,0.0,0.0,0.0,8.93,2023,3,March,2023Q1,13,Wednesday,False
2023-03-30,CMP-0012,1027,5,0,1.24,0.0,0,0,0.2925,158.0,0.004869,0.248,0.0,0.0,0.0,1.2074,2023,3,March,2023Q1,13,Thursday,False
2023-03-31,CMP-0012,916,6,0,11.61,0.0,0,0,0.4939,200.9,0.00655,1.935,0.0,0.0,0.0,12.6747,2023,3,March,2023Q1,13,Friday,False
2023-04-01,CMP-0012,658,2,0,2.94,0.0,0,0,0.2858,236.4,0.00304,1.47,0.0,0.0,0.0,4.4681,2023,4,April,2023Q2,13,Saturday,True
2023-04-02,CMP-0012,633,2,0,4.85,0.0,0,0,0.4618,114.3,0.00316,2.425,0.0,0.0,0.0,7.6619,2023,4,April,2023Q2,13,Sunday,True
2023-04-03,CMP-0012,950,5,0,4.81,0.0,0,0,0.7438,190.6,0.005263,0.962,0.0,0.0,0.0,5.0632,2023,4,April,2023Q2,14,Monday,False
2023-04-04,CMP-0012,1006,6,0,14.85,0.0,0,0,0.6591,71.9,0.005964,2.475,0.0,0.0,0.0,14.7614,2023,4,April,2023Q2,14,Tuesday,False
2023-04-05,CMP-0012,1014,5,0,5.61,0.0,1,0,0.2773,285.4,0.004931,1.122,0.0,0.0,0.0,5.5325,2023,4,April,2023Q2,14,Wednesday,False
2023-04-06,CMP-0012,1058,5,0,13.9,0.0,1,0,0.5969,46.7,0.004726,2.78,0.0,0.0,0.0,13.138,2023,4,April,2023Q2,14,Thursday,False
2023-04-07,CMP-0012,975,4,0,6.75,0.0,0,0,0.3519,164.1,0.004103,1.6875,0.0,0.0,0.0,6.9231,2023,4,April,2023Q2,14,Friday,False
2023-04-08,CMP-0012,647,2,0,3.88,0.0,0,0,0.5994,20.2,0.003091,1.94,0.0,0.0,0.0,5.9969,2023,4,April,2023Q2,14,Saturday,True
2023-04-09,CMP-0012,622,3,0,8.75,0.0,0,0,0.392,239.9,0.004823,2.9167,0.0,0.0,0.0,14.0675,2023,4,April,2023Q2,14,Sunday,True
2023-04-10,CMP-0012,1057,5,0,9.27,0.0,1,0,0.4443,92.3,0.00473,1.854,0.0,0.0,0.0,8.7701,2023,4,April,2023Q2,15,Monday,False
2023-04-11,CMP-0012,1038,3,0,12.78,0.0,1,0,0.6837,200.1,0.00289,4.26,0.0,0.0,0.0,12.3121,2023,4,April,2023Q2,15,Tuesday,False
2023-04-12,CMP-0012,1057,4,0,3.47,0.0,1,0,0.4077,262.0,0.003784,0.8675,0.0,0.0,0.0,3.2829,2023,4,April,2023Q2,15,Wednesday,False
2023-04-13,CMP-0012,1005,3,0,7.97,0.0,0,0,0.7132,21.1,0.002985,2.6567,0.0,0.0,0.0,7.9303,2023,4,April,2023Q2,15,Thursday,False
2023-04-14,CMP-0012,1066,7,0,3.71,0.0,1,0,0.3285,113.8,0.006567,0.53,0.0,0.0,0.0,3.4803,2023,4,April,2023Q2,15,Friday,False
2023-04-15,CMP-0012,628,2,0,5.28,0.0,0,0,0.5006,246.4,0.003185,2.64,0.0,0.0,0.0,8.4076,2023,4,April,2023Q2,15,Saturday,True
2023-04-16,CMP-0012,660,2,0,9.39,0.0,0,0,0.2647,173.2,0.00303,4.695,0.0,0.0,0.0,14.2273,2023,4,April,2023Q2,15,Sunday,True
2023-04-17,CMP-0012,1034,7,0,4.2,0.0,2,0,0.2939,123.9,0.00677,0.6,0.0,0.0,0.0,4.0619,2023,4,April,2023Q2,16,Monday,False
2023-04-18,CMP-0012,1055,5,0,14.41,0.0,1,0,0.3702,58.5,0.004739,2.882,0.0,0.0,0.0,13.6588,2023,4,April,2023Q2,16,Tuesday,False
2023-04-19,CMP-0012,984,4,0,14.56,0.0,0,0,0.3534,54.5,0.004065,3.64,0.0,0.0,0.0,14.7967,2023,4,April,2023Q2,16,Wednesday,False
2023-04-20,CMP-0012,996,6,0,8.12,0.0,2,0,0.6026,164.3,0.006024,1.3533,0.0,0.0,0.0,8.1526,2023,4,April,2023Q2,16,Thursday,False
2023-04-21,CMP-0012,971,2,0,2.03,0.0,0,0,0.7165,276.4,0.00206,1.015,0.0,0.0,0.0,2.0906,2023,4,April,2023Q2,16,Friday,False
2023-04-22,CMP-0012,663,1,0,4.76,0.0,0,0,0.4088,265.7,0.001508,4.76,0.0,0.0,0.0,7.1795,2023,4,April,2023Q2,16,Saturday,True
2023-04-23,CMP-0012,625,2,0,10.91,0.0,0,0,0.4556,141.3,0.0032,5.455,0.0,0.0,0.0,17.456,2023,4,April,2023Q2,16,Sunday,True
2023-04-24,CMP-0012,994,5,0,14.01,0.0,1,0,0.6396,45.4,0.00503,2.802,0.0,0.0,0.0,14.0946,2023,4,April,2023Q2,17,Monday,False
2023-04-25,CMP-0012,1004,4,0,2.77,0.0,1,0,0.5335,80.8,0.003984,0.6925,0.0,0.0,0.0,2.759,2023,4,April,2023Q2,17,Tuesday,False
2023-04-26,CMP-0012,972,6,0,3.48,0.0,1,0,0.4883,158.2,0.006173,0.58,0.0,0.0,0.0,3.5802,2023,4,April,2023Q2,17,Wednesday,False
2023-04-27,CMP-0012,1029,6,0,9.07,0.0,1,0,0.4957,54.2,0.005831,1.5117,0.0,0.0,0.0,8.8144,2023,4,April,2023Q2,17,Thursday,False
2023-04-28,CMP-0012,1020,6,0,2.9,0.0,1,0,0.3849,132.7,0.005882,0.4833,0.0,0.0,0.0,2.8431,2023,4,April,2023Q2,17,Friday,False
2023-04-29,CMP-0012,623,2,0,11.14,0.0,0,0,0.7136,295.9,0.00321,5.57,0.0,0.0,0.0,17.8812,2023,4,April,2023Q2,17,Saturday,True
2023-04-30,CMP-0012,645,2,0,13.01,0.0,0,0,0.3734,130.4,0.003101,6.505,0.0,0.0,0.0,20.1705,2023,4,April,2023Q2,17,Sunday,True
2023-05-01,CMP-0012,902,4,0,0.63,0.0,0,0,0.5558,226.6,0.004435,0.1575,0.0,0.0,0.0,0.6984,2023,5,May,2023Q2,18,Monday,False
2023-05-02,CMP-0012,975,6,0,8.91,0.0,2,0,0.5103,143.7,0.006154,1.485,0.0,0.0,0.0,9.1385,2023,5,May,2023Q2,18,Tuesday,False
2023-05-03,CMP-0012,904,4,0,12.41,0.0,1,0,0.4478,224.5,0.004425,3.1025,0.0,0.0,0.0,13.7279,2023,5,May,2023Q2,18,Wednesday,False
2023-05-04,CMP-0012,989,6,0,8.37,0.0,1,0,0.3956,128.4,0.006067,1.395,0.0,0.0,0.0,8.4631,2023,5,May,2023Q2,18,Thursday,False
2023-05-05,CMP-0012,993,5,0,4.57,0.0,1,0,0.5566,30.5,0.005035,0.914,0.0,0.0,0.0,4.6022,2023,5,May,2023Q2,18,Friday,False
2023-05-06,CMP-0012,611,2,0,7.75,0.0,0,0,0.6113,47.3,0.003273,3.875,0.0,0.0,0.0,12.6841,2023,5,May,2023Q2,18,Saturday,True
2023-05-07,CMP-0012,702,1,0,11.68,0.0,0,0,0.4568,143.5,0.001425,11.68,0.0,0.0,0.0,16.6382,2023,5,May,2023Q2,18,Sunday,True
2023-05-08,CMP-0012,1039,5,0,2.68,0.0,1,0,0.4773,86.3,0.004812,0.536,0.0,0.0,0.0,2.5794,2023,5,May,2023Q2,19,Monday,False
2023-05-09,CMP-0012,1014,7,0,10.38,0.0,2,0,0.3118,47.5,0.006903,1.4829,0.0,0.0,0.0,10.2367,2023,5,May,2023Q2,19,Tuesday,False
2023-05-10,CMP-0012,994,5,0,6.74,0.0,1,0,0.6455,160.8,0.00503,1.348,0.0,0.0,0.0,6.7807,2023,5,May,2023Q2,19,Wednesday,False
2023-05-11,CMP-0012,1039,6,0,14.25,0.0,1,0,0.7061,176.2,0.005775,2.375,0.0,0.0,0.0,13.7151,2023,5,May,2023Q2,19,Thursday,False
2023-05-12,CMP-0012,963,6,0,9.89,0.0,2,0,0.606,134.6,0.006231,1.6483,0.0,0.0,0.0,10.27,2023,5,May,2023Q2,19,Friday,False
2023-05-13,CMP-0012,625,2,0,4.64,0.0,0,0,0.3088,52.5,0.0032,2.32,0.0,0.0,0.0,7.424,2023,5,May,2023Q2,19,Saturday,True
2023-05-14,CMP-0012,662,2,0,3.04,0.0,0,0,0.6777,169.9,0.003021,1.52,0.0,0.0,0.0,4.5921,2023,5,May,2023Q2,19,Sunday,True
2023-05-15,CMP-0012,1000,4,0,0.09,0.0,0,0,0.4879,131.9,0.004,0.0225,0.0,0.0,0.0,0.09,2023,5,May,2023Q2,20,Monday,False
2023-05-16,CMP-0012,976,5,0,1.19,0.0,0,0,0.5599,173.9,0.005123,0.238,0.0,0.0,0.0,1.2193,2023,5,May,2023Q2,20,Tuesday,False
2023-05-17,CMP-0012,1029,6,0,12.38,0.0,0,0,0.2684,258.3,0.005831,2.0633,0.0,0.0,0.0,12.0311,2023,5,May,2023Q2,20,Wednesday,False
2023-05-18,CMP-0012,1030,5,0,10.0,0.0,0,0,0.2745,133.8,0.004854,2.0,0.0,0.0,0.0,9.7087,2023,5,May,2023Q2,20,Thursday,False
2023-05-19,CMP-0012,998,6,0,2.67,0.0,1,0,0.5475,239.4,0.006012,0.445,0.0,0.0,0.0,2.6754,2023,5,May,2023Q2,20,Friday,False
2023-05-20,CMP-0012,625,1,0,2.66,0.0,0,0,0.2966,100.3,0.0016,2.66,0.0,0.0,0.0,4.256,2023,5,May,2023Q2,20,Saturday,True
2023-05-21,CMP-0012,625,1,0,5.53,0.0,0,0,0.5252,98.5,0.0016,5.53,0.0,0.0,0.0,8.848,2023,5,May,2023Q2,20,Sunday,True
2023-05-22,CMP-0012,964,4,0,2.02,0.0,0,0,0.5123,213.3,0.004149,0.505,0.0,0.0,0.0,2.0954,2023,5,May,2023Q2,21,Monday,False
2023-05-23,CMP-0012,1004,4,0,9.18,0.0,1,0,0.7436,152.8,0.003984,2.295,0.0,0.0,0.0,9.1434,2023,5,May,2023Q2,21,Tuesday,False
2023-05-24,CMP-0012,981,4,0,10.33,0.0,1,0,0.5544,105.2,0.004077,2.5825,0.0,0.0,0.0,10.5301,2023,5,May,2023Q2,21,Wednesday,False
2023-05-25,CMP-0012,995,7,0,7.88,0.0,1,0,0.5313,163.1,0.007035,1.1257,0.0,0.0,0.0,7.9196,2023,5,May,2023Q2,21,Thursday,False
2023-05-26,CMP-0012,1001,3,0,9.48,0.0,0,0,0.6043,294.1,0.002997,3.16,0.0,0.0,0.0,9.4705,2023,5,May,2023Q2,21,Friday,False
2023-05-27,CMP-0012,639,1,0,0.02,0.0,0,0,0.674,242.9,0.001565,0.02,0.0,0.0,0.0,0.0313,2023,5,May,2023Q2,21,Saturday,True
2023-05-28,CMP-0012,687,2,0,14.98,0.0,0,0,0.5688,18.2,0.002911,7.49,0.0,0.0,0.0,21.8049,2023,5,May,2023Q2,21,Sunday,True
2023-05-29,CMP-0012,959,6,0,3.02,0.0,2,0,0.5033,107.3,0.006257,0.5033,0.0,0.0,0.0,3.1491,2023,5,May,2023Q2,22,Monday,False
2023-05-30,CMP-0012,966,6,0,0.09,0.0,1,0,0.558,23.3,0.006211,0.015,0.0,0.0,0.0,0.0932,2023,5,May,2023Q2,22,Tuesday,False
2023-05-31,CMP-0012,979,5,0,2.63,0.0,1,0,0.7081,242.2,0.005107,0.526,0.0,0.0,0.0,2.6864,2023,5,May,2023Q2,22,Wednesday,False
2023-06-01,CMP-0012,924,3,0,9.68,0.0,0,0,0.5185,110.5,0.003247,3.2267,0.0,0.0,0.0,10.4762,2023,6,June,2023Q2,22,Thursday,False
2023-06-02,CMP-0012,977,5,0,11.76,0.0,1,0,0.3997,221.6,0.005118,2.352,0.0,0.0,0.0,12.0368,2023,6,June,2023Q2,22,Friday,False
2023-06-03,CMP-0012,615,2,0,4.73,0.0,0,0,0.6498,268.1,0.003252,2.365,0.0,0.0,0.0,7.6911,2023,6,June,2023Q2,22,Saturday,True
2023-06-04,CMP-0012,596,1,0,5.3,0.0,0,0,0.7418,193.6,0.001678,5.3,0.0,0.0,0.0,8.8926,2023,6,June,2023Q2,22,Sunday,True
2023-06-05,CMP-0012,911,5,0,12.64,0.0,1,0,0.6823,229.2,0.005488,2.528,0.0,0.0,0.0,13.8749,2023,6,June,2023Q2,23,Monday,False
2023-06-06,CMP-0012,967,4,0,10.58,0.0,0,0,0.4985,82.7,0.004137,2.645,0.0,0.0,0.0,10.9411,2023,6,June,2023Q2,23,Tuesday,False
2023-06-07,CMP-0012,979,3,0,6.78,0.0,0,0,0.3061,238.7,0.003064,2.26,0.0,0.0,0.0,6.9254,2023,6,June,2023Q2,23,Wednesday,False
2023-06-08,CMP-0012,1022,6,0,11.67,0.0,1,0,0.4913,157.5,0.005871,1.945,0.0,0.0,0.0,11.4188,2023,6,June,2023Q2,23,Thursday,False
2023-06-09,CMP-0012,917,5,0,2.85,0.0,1,0,0.6378,55.8,0.005453,0.57,0.0,0.0,0.0,3.108,2023,6,June,2023Q2,23,Friday,False
2023-06-10,CMP-0012,608,2,0,13.08,0.0,0,0,0.3164,221.5,0.003289,6.54,0.0,0.0,0.0,21.5132,2023,6,June,2023Q2,23,Saturday,True
2023-06-11,CMP-0012,620,1,0,6.89,0.0,0,0,0.7162,210.8,0.001613,6.89,0.0,0.0,0.0,11.1129,2023,6,June,2023Q2,23,Sunday,True
2023-06-12,CMP-0012,981,4,0,8.91,0.0,0,0,0.5103,202.8,0.004077,2.2275,0.0,0.0,0.0,9.0826,2023,6,June,2023Q2,24,Monday,False
2023-06-13,CMP-0012,957,4,0,4.69,0.0,0,0,0.4104,69.9,0.00418,1.1725,0.0,0.0,0.0,4.9007,2023,6,June,2023Q2,24,Tuesday,False
2023-06-14,CMP-0012,954,5,0,4.15,0.0,1,0,0.3247,93.0,0.005241,0.83,0.0,0.0,0.0,4.3501,2023,6,June,2023Q2,24,Wednesday,False
2023-06-15,CMP-0012,916,5,0,0.23,0.0,1,0,0.4252,105.8,0.005459,0.046,0.0,0.0,0.0,0.2511,2023,6,June,2023Q2,24,Thursday,False
2023-06-16,CMP-0012,956,5,0,2.12,0.0,0,0,0.2856,189.8,0.00523,0.424,0.0,0.0,0.0,2.2176,2023,6,June,2023Q2,24,Friday,False
2023-06-17,CMP-0012,608,1,0,5.08,0.0,0,0,0.5877,45.2,0.001645,5.08,0.0,0.0,0.0,8.3553,2023,6,June,2023Q2,24,Saturday,True
2023-06-18,CMP-0012,614,1,0,0.81,0.0,0,0,0.5464,253.3,0.001629,0.81,0.0,0.0,0.0,1.3192,2023,6,June,2023Q2,24,Sunday,True
2024-08-03,CMP-0013,10752,351,16,500.98,2165.2,68,11,0.6064,206.2,0.032645,1.4273,31.3112,4.3219,0.045584,46.5941,2024,8,August,2024Q3,31,Saturday,True
2024-08-04,CMP-0013,6245,136,4,333.58,745.0,44,5,0.3159,246.7,0.021777,2.4528,83.395,2.2333,0.029412,53.4155,2024,8,August,2024Q3,31,Sunday,True
2024-08-05,CMP-0013,16480,706,27,656.55,3084.19,167,25,0.6051,147.6,0.04284,0.93,24.3167,4.6976,0.038244,39.8392,2024,8,August,2024Q3,32,Monday,False
2024-08-06,CMP-0013,10735,547,25,781.44,1984.77,196,27,0.7064,126.7,0.050955,1.4286,31.2576,2.5399,0.045704,72.7937,2024,8,August,2024Q3,32,Tuesday,False
2024-08-07,CMP-0013,11694,416,13,544.77,1849.75,140,25,0.4766,23.6,0.035574,1.3095,41.9054,3.3955,0.03125,46.5854,2024,8,August,2024Q3,32,Wednesday,False
2024-08-08,CMP-0013,10044,370,12,565.47,1170.96,88,6,0.634,187.3,0.036838,1.5283,47.1225,2.0708,0.032432,56.2993,2024,8,August,2024Q3,32,Thursday,False
2024-08-09,CMP-0013,6258,212,6,520.89,373.01,73,12,0.4129,200.1,0.033877,2.457,86.815,0.7161,0.028302,83.2359,2024,8,August,2024Q3,32,Friday,False
2024-08-10,CMP-0013,6876,134,3,298.98,370.25,29,3,0.5604,171.2,0.019488,2.2312,99.66,1.2384,0.022388,43.4817,2024,8,August,2024Q3,32,Saturday,True
2024-08-11,CMP-0013,8485,180,5,326.4,510.97,36,6,0.5455,238.5,0.021214,1.8133,65.28,1.5655,0.027778,38.4679,2024,8,August,2024Q3,32,Sunday,True
2024-08-12,CMP-0013,7613,221,5,445.17,798.47,58,4,0.5813,37.2,0.029029,2.0143,89.034,1.7936,0.022624,58.475,2024,8,August,2024Q3,33,Monday,False
2024-08-13,CMP-0013,15007,581,20,593.48,2586.44,142,19,0.4815,173.2,0.038715,1.0215,29.674,4.3581,0.034423,39.5469,2024,8,August,2024Q3,33,Tuesday,False
2024-08-14,CMP-0013,11713,381,11,498.69,798.65,147,8,0.3044,247.0,0.032528,1.3089,45.3355,1.6015,0.028871,42.5758,2024,8,August,2024Q3,33,Wednesday,False
2024-08-15,CMP-0013,13976,563,20,617.03,2029.9,139,20,0.2953,247.9,0.040283,1.096,30.8515,3.2898,0.035524,44.1493,2024,8,August,2024Q3,33,Thursday,False
2024-08-16,CMP-0013,9974,264,6,406.04,1057.28,76,3,0.3234,57.5,0.026469,1.538,67.6733,2.6039,0.022727,40.7098,2024,8,August,2024Q3,33,Friday,False
2024-08-17,CMP-0013,7473,195,7,399.94,721.51,53,4,0.5908,105.2,0.026094,2.051,57.1343,1.804,0.035897,53.518,2024,8,August,2024Q3,33,Saturday,True
2024-08-18,CMP-0013,8459,241,9,437.65,1598.68,46,8,0.4674,295.0,0.02849,1.816,48.6278,3.6529,0.037344,51.7378,2024,8,August,2024Q3,33,Sunday,True
2024-08-19,CMP-0013,5527,127,2,354.42,120.45,13,2,0.4521,51.4,0.022978,2.7907,177.21,0.3399,0.015748,64.1252,2024,8,August,2024Q3,34,Monday,False
2024-08-20,CMP-0013,9357,387,14,633.56,1401.6,102,5,0.6017,248.9,0.041359,1.6371,45.2543,2.2123,0.036176,67.7097,2024,8,August,2024Q3,34,Tuesday,False
2024-08-21,CMP-0013,11633,557,24,734.2,4085.47,200,17,0.6011,127.4,0.047881,1.3181,30.5917,5.5645,0.043088,63.1136,2024,8,August,2024Q3,34,Wednesday,False
2024-08-22,CMP-0013,6776,197,5,446.86,510.24,42,5,0.5812,150.3,0.029073,2.2683,89.372,1.1418,0.025381,65.9475,2024,8,August,2024Q3,34,Thursday,False
2024-08-23,CMP-0013,10242,526,24,786.65,2455.32,198,34,0.3271,299.3,0.051357,1.4955,32.7771,3.1212,0.045627,76.8063,2024,8,August,2024Q3,34,Friday,False
2024-08-24,CMP-0013,8528,226,8,406.55,533.08,27,1,0.6107,153.7,0.026501,1.7989,50.8188,1.3112,0.035398,47.6724,2024,8,August,2024Q3,34,Saturday,True
2024-08-25,CMP-0013,5517,116,3,322.22,565.82,14,2,0.4579,145.0,0.021026,2.7778,107.4067,1.756,0.025862,58.4049,2024,8,August,2024Q3,34,Sunday,True
2024-08-26,CMP-0013,13372,509,17,582.89,2271.73,115,8,0.5047,172.3,0.038065,1.1452,34.2876,3.8974,0.033399,43.5903,2024,8,August,2024Q3,35,Monday,False
2024-08-27,CMP-0013,11365,486,18,655.29,1766.36,75,10,0.539,256.3,0.042763,1.3483,36.405,2.6955,0.037037,57.6586,2024,8,August,2024Q3,35,Tuesday,False
2024-08-28,CMP-0013,8271,323,11,598.43,1308.96,72,9,0.4335,293.8,0.039052,1.8527,54.4027,2.1873,0.034056,72.3528,2024,8,August,2024Q3,35,Wednesday,False
2024-08-29,CMP-0013,12599,537,20,652.98,2958.92,71,8,0.5952,55.5,0.042622,1.216,32.649,4.5314,0.037244,51.8279,2024,8,August,2024Q3,35,Thursday,False
2024-08-30,CMP-0013,10575,332,9,480.92,1688.94,131,21,0.4825,37.3,0.031395,1.4486,53.4356,3.5119,0.027108,45.4771,2024,8,August,2024Q3,35,Friday,False
2024-08-31,CMP-0013,9544,241,8,387.82,480.83,58,9,0.7302,37.3,0.025251,1.6092,48.4775,1.2398,0.033195,40.635,2024,8,August,2024Q3,35,Saturday,True
2024-09-01,CMP-0013,5157,90,2,269.05,322.46,17,0,0.4218,236.9,0.017452,2.9894,134.525,1.1985,0.022222,52.1718,2024,9,September,2024Q3,35,Sunday,True
2024-09-02,CMP-0013,9571,360,11,576.35,1326.1,86,13,0.4605,288.8,0.037614,1.601,52.3955,2.3009,0.030556,60.2184,2024,9,September,2024Q3,36,Monday,False
2024-09-03,CMP-0013,10490,330,8,482.9,709.7,36,6,0.6247,222.2,0.031459,1.4633,60.3625,1.4697,0.024242,46.0343,2024,9,September,2024Q3,36,Tuesday,False
2024-09-04,CMP-0013,9090,298,8,502.75,450.02,72,5,0.2758,297.3,0.032783,1.6871,62.8438,0.8951,0.026846,55.308,2024,9,September,2024Q3,36,Wednesday,False
2024-09-05,CMP-0013,16093,772,31,735.19,4230.42,143,8,0.5028,257.7,0.047971,0.9523,23.7158,5.7542,0.040155,45.6838,2024,9,September,2024Q3,36,Thursday,False
2024-09-06,CMP-0013,9794,459,18,718.12,1194.96,84,15,0.2571,46.8,0.046865,1.5645,39.8956,1.664,0.039216,73.3224,2024,9,September,2024Q3,36,Friday,False
2024-09-07,CMP-0013,5064,139,5,420.81,659.14,20,2,0.6539,89.5,0.027449,3.0274,84.162,1.5664,0.035971,83.0983,2024,9,September,2024Q3,36,Saturday,True
2024-09-08,CMP-0013,5925,113,2,293.17,233.2,38,6,0.4214,39.1,0.019072,2.5944,146.585,0.7954,0.017699,49.4802,2024,9,September,2024Q3,36,Sunday,True
